soil_quality,seed_variety,fertilizer_amount_kg_per_hectare,sunny_days,rainfall_mm,irrigation_schedule,yield_kg_per_hectare,soil_ph,farm_size_hectares,pest_management_score,harvest_delay_days
74.924020,1,232.766599,102.783281,572.582366,2,666.919999,6.361514,142.001678,55.120356,13.690231
72.066074,0,166.223299,109.389107,450.341587,3,404.364324,6.208202,185.339194,66.188858,10.969501
82.184457,1,79.222954,105.865105,451.110155,4,711.650461,6.142345,232.252583,66.009125,7.437289
76.944988,1,234.846141,94.592593,498.814705,5,865.101120,7.070598,192.651168,52.503401,5.321806
63.597822,1,237.289913,113.467294,328.785223,4,852.528773,7.160945,177.157692,95.960651,13.889646
69.666971,1,169.558890,99.419693,505.851289,7,876.326971,6.475640,48.863447,65.887236,8.385541
56.921842,0,88.259842,106.418599,408.867819,2,300.681967,7.606713,238.811619,90.408738,3.975988
99.369919,1,69.733010,104.703256,642.396112,3,573.282411,7.673393,34.355870,45.337147,2.007526
56.533011,1,236.172002,85.994393,444.787559,2,653.706522,6.617743,150.077340,40.086030,13.567035
99.148692,0,73.246858,110.727024,504.306688,6,579.520635,6.302545,176.279096,92.595852,12.208691
78.238867,0,291.107893,111.193445,497.324487,3,532.863172,7.779996,106.433935,87.290585,3.031247
98.494942,0,249.845217,110.855424,391.872516,4,608.297655,5.662847,119.331960,61.179565,0.037914
90.811508,1,169.132099,95.428356,555.125204,4,667.533490,6.801648,193.930492,68.351281,11.822770
83.443927,1,268.012104,86.352083,390.780132,5,918.396967,6.456475,231.389052,48.485970,4.088051
73.725222,1,96.127939,100.295174,476.519363,12,1071.746731,6.362977,131.903786,62.468340,12.922535
92.257704,1,233.373272,82.812010,282.234750,4,855.495610,6.574957,26.098450,40.188389,5.861983
55.255911,0,244.876904,84.595451,477.202198,3,393.144631,6.027231,190.476237,65.019410,3.648790
89.664084,1,248.456912,111.412269,414.729887,5,864.558018,5.996689,183.046093,80.087456,13.518536
72.595955,0,131.689557,82.628743,482.514817,6,433.431645,5.785264,212.353243,89.234778,0.968401
77.073313,1,88.569791,94.858305,530.583850,2,604.994453,6.470556,59.306636,45.602392,13.514959
63.964171,0,165.632134,85.773087,503.787291,4,372.006496,6.743691,155.743684,65.354926,6.161683
58.778874,1,244.561423,100.905705,629.068454,6,921.202127,6.587302,146.423841,94.704051,2.777114
68.063341,1,241.402799,102.416147,555.286237,4,819.894954,6.417149,140.127605,64.242397,4.385829
56.562535,1,176.435728,90.183235,382.750930,6,798.838992,6.499629,125.943404,81.383788,9.053232
77.629067,1,266.072092,98.517684,422.053200,3,726.918390,7.666093,54.461145,95.214965,4.777283
92.043636,1,279.730304,92.868255,553.732185,2,773.047301,6.889776,182.974475,41.131242,1.723646
64.941360,1,163.074238,87.984212,413.458933,5,761.287193,7.676476,231.797246,88.956205,13.507311
91.649424,1,147.367875,110.933052,533.098481,3,616.104439,6.826171,40.864702,58.917260,1.538498
50.089456,1,271.554316,104.415463,414.247934,3,796.248402,7.409481,23.704187,52.644117,3.036670
58.624137,1,131.260106,86.109782,371.315868,6,867.654582,5.791762,77.708775,87.644190,7.793506
80.003564,1,170.982525,100.486356,430.509946,4,815.923289,6.097068,116.064473,94.837007,10.032226
82.453480,1,184.834043,76.274456,534.185272,3,696.739484,5.680190,37.975628,58.842962,6.666362
64.335981,1,131.607990,91.744479,465.441608,6,868.514462,5.959846,134.349266,59.694742,0.334708
99.905430,1,219.389307,107.727425,577.603945,6,878.109624,5.821371,172.266344,46.049461,12.917418
94.385996,0,299.462231,90.478145,419.624480,7,733.327203,6.562282,54.992768,90.941206,8.584690
89.451895,1,150.997983,102.705714,520.733838,5,796.275606,6.662494,102.906706,85.666640,10.264196
61.402821,0,196.299086,113.605652,650.946116,7,627.922910,6.403851,90.625658,60.830291,4.119098
99.350731,1,285.038827,84.094997,358.190504,4,973.770755,6.168641,192.786614,57.124313,13.982773
75.317146,0,82.899738,103.387905,590.673235,3,287.844477,7.683757,204.227564,53.561718,6.014106
71.634264,1,131.607783,80.600720,707.218021,7,685.497604,7.673240,58.432741,62.152881,9.771405
97.948870,1,263.236914,106.504700,461.153080,3,776.314990,7.501648,167.944695,92.007406,3.660504
91.627647,1,114.268113,98.181435,343.846526,4,804.504339,6.583858,130.332595,89.786442,4.991076
65.302248,1,136.416088,100.945713,422.866678,6,889.312032,7.407827,96.606982,41.884440,5.902017
82.655684,0,272.712251,101.458988,515.670007,4,411.644181,6.590001,91.278227,78.653556,0.387031
62.346637,1,144.015629,100.748631,477.910411,4,712.539743,6.894263,17.988976,45.574420,4.664279
74.932319,1,289.230471,112.854273,587.900278,3,791.557803,7.270012,139.198505,48.792621,12.008908
80.816071,0,69.661643,102.535940,474.916475,6,441.059528,7.580824,23.113550,43.663915,2.586589
72.374935,0,229.932868,94.618735,424.859938,4,548.597194,7.705963,193.279190,82.123407,3.693226
68.052193,1,96.427041,119.732038,659.207483,4,634.893091,5.933657,215.236301,46.843844,4.429358
81.284927,1,190.369745,108.671077,483.531404,2,703.461959,6.227293,125.609486,91.477947,7.622217
95.329316,1,171.981552,99.677711,473.820795,7,860.448609,6.926673,50.890182,78.096734,9.689351
91.994782,0,124.403402,89.195337,420.092587,2,392.864270,5.890343,218.200650,94.964038,0.362613
51.149851,1,154.091118,97.474025,390.323469,5,796.520641,5.826904,132.384313,53.623360,9.393660
97.162469,1,298.940357,109.101704,573.411025,4,898.558930,5.755818,225.534153,73.004861,10.939633
77.960909,1,183.508123,97.631002,431.680153,6,934.473373,5.580771,96.508212,78.718385,11.617462
82.119588,1,231.225660,116.897253,308.355244,6,1017.479275,6.143464,75.754699,42.089674,12.005732
85.662301,1,107.928523,89.679460,400.321302,4,773.670880,5.551233,153.383143,64.186289,4.191870
63.780295,0,183.570672,90.016691,521.210147,5,483.553020,5.776876,197.780027,89.513425,2.356349
75.022264,1,72.286118,113.024813,519.305829,3,674.750910,5.841774,115.290678,43.786031,6.194815
99.099970,0,146.018826,100.936584,356.352641,6,577.365623,7.242706,17.474033,64.734216,3.018133
89.977666,0,277.348909,103.744574,610.471039,6,573.774095,6.177243,25.390429,77.876672,10.938254
94.693383,0,256.329434,99.647963,540.609011,6,534.245950,6.408883,205.445379,74.373186,6.120785
94.385926,1,51.405611,77.622894,392.079275,5,726.902535,5.985162,117.525781,46.310217,2.426724
88.095944,1,279.085513,124.210406,623.268422,4,941.256844,7.005839,221.334470,46.844451,1.090306
72.310830,0,148.296746,95.833792,523.106258,10,677.331146,6.324832,69.158045,85.189347,7.740664
55.377902,1,284.923836,113.678478,522.445760,6,904.416773,7.365571,79.773719,44.308367,1.088078
94.356577,1,212.273462,103.796250,519.638887,7,1041.912462,7.589390,21.418663,95.238065,6.735286
59.717315,1,123.274360,83.515106,536.530284,4,598.835483,5.612890,63.599082,41.699272,1.901090
79.516480,1,124.195043,102.174135,433.943522,6,844.541506,7.331335,23.635528,46.149083,11.201430
55.237427,1,79.730756,75.952279,375.364179,6,718.306693,7.581113,67.932397,40.066132,3.335101
70.771700,0,224.291435,105.721014,477.275265,1,469.936676,5.700511,221.211364,83.093198,6.562642
58.568849,1,164.832870,98.096332,363.727856,1,659.477253,7.086971,215.622436,75.976323,1.158168
90.913639,1,74.359439,103.553026,372.351535,4,694.965440,6.718734,210.473876,44.443401,9.902725
91.723807,0,91.691900,106.507878,552.405336,4,365.458127,7.083429,48.029096,81.897786,0.429785
72.976787,1,195.049102,98.240163,488.879678,7,971.023813,6.124897,127.616837,43.223469,10.896223
73.497468,1,282.234642,102.127591,611.534155,6,893.945022,6.930193,218.488535,94.575479,9.199165
66.809776,0,118.568011,110.828450,466.888103,6,510.223478,7.077209,201.805533,79.768915,2.164794
62.114789,1,246.370759,100.099540,586.633362,8,1019.332403,6.574133,55.202282,47.029380,2.198435
78.932832,0,255.579443,106.639137,657.600093,4,520.111068,6.009702,88.057507,58.518634,7.446205
95.877377,1,76.826199,109.404947,404.859636,7,992.564339,6.642260,196.062517,48.036238,3.983090
98.096819,0,224.847668,93.985599,533.585362,4,519.590259,7.692058,133.563097,86.027431,3.902512
64.813303,1,284.952646,114.973250,553.665451,4,789.812152,5.534929,210.231090,43.186209,10.896801
97.075749,0,160.466603,78.038230,454.872219,2,262.068109,6.222294,91.390248,98.574837,8.442497
77.785762,1,55.406984,109.755623,494.559396,6,724.998123,6.080962,162.897803,59.326956,2.240943
98.024884,1,83.676303,96.561444,528.026762,7,719.453002,5.548763,122.914885,96.692953,2.627853
86.340588,0,107.594095,84.533433,596.449908,3,326.042111,7.281719,213.633247,94.522760,7.591036
77.849422,0,238.287535,86.271927,562.482565,5,462.080164,6.154145,53.319583,90.699631,13.942389
74.496168,1,224.607589,108.477254,522.943282,6,892.239612,5.700019,92.417841,88.486889,7.492718
71.771960,1,140.711747,84.051662,633.323000,3,483.373613,5.646676,67.997366,45.025110,4.927661
80.752901,1,242.890730,100.285688,502.520714,3,691.907358,6.072989,206.072252,71.598598,1.353901
95.081668,1,204.398435,106.128914,418.843192,7,1021.408380,6.531223,9.014769,88.762078,4.555558
63.235568,1,78.664084,116.273085,479.277493,6,768.813314,5.927907,221.457743,58.185724,7.726452
94.324788,1,63.481142,97.982661,425.417906,7,768.638505,6.842348,42.649798,47.687580,12.146368
54.724364,1,112.393836,104.866171,608.651703,5,597.874804,6.524898,139.440916,82.917733,11.473709
85.687724,0,190.871906,98.200926,626.100399,2,198.677237,7.346328,168.828492,99.883221,2.219409
93.692015,1,110.551129,96.637503,595.348715,5,737.987508,6.258491,187.004431,55.434058,0.100359
90.852849,0,158.241451,82.794281,448.322565,6,576.149647,5.811216,25.237262,75.045565,4.157261
97.109236,0,248.117335,95.475494,412.586574,9,816.332249,7.421194,203.114727,77.856962,11.081188
53.627328,1,114.601323,80.512532,449.584414,6,707.986424,6.592436,126.619791,51.135240,2.935630
68.721811,1,255.454819,87.825954,388.907527,3,862.786125,6.929673,187.104534,54.021144,12.450453
52.497182,1,133.662670,98.732670,579.562696,8,829.850609,6.338268,217.878855,68.727075,11.664139
96.258223,0,236.086207,115.867253,310.068954,8,921.114709,6.539580,121.217559,58.407779,9.049531
52.295062,1,223.390199,107.592878,440.723993,6,942.452376,5.897059,35.137608,50.974772,2.811803
66.010485,1,189.779185,107.927609,513.527443,7,951.345002,5.890433,33.704749,91.359749,4.133982
90.385614,0,80.431584,91.881426,432.000684,6,516.284658,5.724832,7.927063,52.477508,7.097299
60.898010,1,155.816373,106.267312,416.689226,4,803.019488,7.702686,173.566392,49.133113,12.041019
97.093429,1,92.084441,83.641196,546.102010,5,648.322333,7.441846,112.012529,45.430843,2.293816
65.263042,1,162.838559,106.126079,345.278030,5,743.716061,7.097746,64.622583,93.651431,1.757246
52.339567,1,176.321811,86.042643,452.085072,9,996.356299,6.127969,88.805343,98.502458,8.483086
85.943946,0,218.013423,88.152404,554.374122,2,367.318772,6.350996,102.527579,85.318619,12.558081
95.850900,1,179.232421,101.306200,432.707638,6,886.149769,6.894096,183.892154,81.120317,5.178333
64.246353,1,162.778167,90.355663,718.909653,4,568.006830,7.385268,160.292087,63.987528,8.215683
51.638795,1,252.750019,105.548260,433.908927,2,797.081311,7.547922,176.062843,77.720847,3.113756
91.144715,1,232.960095,91.433427,435.297484,5,860.374695,5.858373,189.980535,91.842520,0.468000
71.872307,1,125.715683,102.151497,517.830680,5,766.610334,7.065767,173.798882,56.380645,8.079818
66.689170,1,169.566662,108.677712,509.378906,7,953.838883,5.786313,176.311392,76.818659,12.953100
89.017980,1,229.365466,108.237330,458.141468,4,834.291290,6.504068,184.501815,81.427572,11.985364
61.801690,1,199.698376,119.418623,520.134878,6,982.217857,6.052666,47.176094,49.961125,6.089721
67.723049,1,250.696031,100.583708,331.281649,2,711.172730,5.962601,206.978260,53.596721,12.493794
96.791801,1,50.248717,98.112508,555.527791,8,747.306569,7.472298,6.679810,49.405846,5.382051
71.409933,0,247.399527,93.235844,491.031332,8,760.607871,6.194410,241.086086,57.809096,6.231873
60.311510,1,177.528293,101.545772,459.947806,4,702.329742,5.827956,101.918483,72.099337,3.877307
72.840806,1,231.092192,112.712522,597.179494,4,850.481818,6.362873,90.383963,67.075345,0.962288
57.059339,1,114.562843,84.060477,515.411364,1,522.437190,7.665128,118.506741,88.508248,13.094541
66.319006,1,258.632230,103.575026,694.480078,4,678.874031,6.919472,129.558815,89.028056,9.582417
88.809290,1,61.407371,112.639710,328.337120,5,896.462420,5.962396,6.990165,41.426990,13.224261
59.083663,1,175.346536,98.568812,633.214882,6,811.443406,7.265549,208.304193,52.337705,13.317304
71.096548,1,248.011423,105.068303,461.264040,5,791.780609,6.614084,105.150022,48.832882,13.674718
66.554596,1,114.553140,81.795368,464.813461,4,644.135038,7.358677,173.914224,41.573003,4.788437
94.873408,1,278.141267,84.603398,609.514862,5,862.023188,6.296688,153.792382,65.033312,12.745483
90.936218,1,71.328901,82.004317,381.181346,3,558.326666,7.572907,85.299360,40.134433,13.156869
89.007542,1,233.806624,98.285574,632.190746,3,687.844522,5.531582,95.599510,52.610535,8.984650
76.302269,1,71.827011,112.634763,640.953689,11,858.303438,5.688730,175.394876,59.138920,3.099673
73.565178,0,186.170325,118.108611,604.600419,4,474.394468,6.977739,248.450346,41.035919,7.279654
62.097707,1,251.813357,93.600233,527.354060,4,697.295584,6.261247,141.204014,85.241340,1.210439
65.232734,1,162.570978,104.121911,502.525605,9,975.589573,6.350727,48.547672,82.767425,10.115566
54.459233,1,209.081356,98.420669,562.728314,1,538.963699,7.272672,91.875697,49.968919,9.794719
95.948058,1,200.817485,91.758091,561.069527,6,783.961287,6.477060,131.424656,58.734206,5.033299
58.542541,1,168.761045,109.688305,401.259809,9,1027.027704,7.048093,67.588416,45.482724,12.116626
68.562327,0,266.066674,110.659108,587.357531,11,890.338897,6.719839,26.265600,67.159623,13.743482
88.691728,1,132.752757,102.165212,494.008668,7,845.336523,6.100702,159.161051,95.443138,3.904283
82.942515,0,109.042171,91.105943,458.059476,0,165.658601,6.402806,66.969753,73.493207,4.582819
64.070806,1,56.445365,110.845416,636.613193,3,582.772929,6.871880,92.416031,81.329333,0.209045
97.575974,1,71.737120,85.656638,505.460404,2,477.984746,6.871394,12.943216,72.814715,9.869195
93.354934,1,76.969902,97.296620,407.940128,4,741.092267,7.742217,132.229816,99.977343,13.172901
93.918984,0,193.079196,95.084194,373.264270,6,621.931435,6.188734,117.571182,57.692950,9.423814
68.497920,1,100.924628,106.724033,622.858996,10,915.872590,7.289827,99.512043,79.671470,2.476042
63.577515,1,248.765627,100.820364,402.316576,6,920.404151,7.098899,96.937157,86.001778,13.310545
88.554751,1,203.731359,96.087386,477.400226,4,822.389195,7.171820,118.878432,87.216141,2.888560
52.222721,0,243.834074,105.892142,599.931636,6,567.752388,7.504475,223.035452,97.131055,1.592599
92.594692,1,258.891156,99.459130,535.458031,4,862.579457,7.003304,115.788403,81.432550,2.635434
58.104411,1,249.322010,100.793776,564.625593,6,847.958950,6.365368,144.461488,71.362035,8.194545
67.626377,0,210.145543,111.665780,647.123959,2,276.698201,6.575510,130.201345,91.469555,5.717807
51.322060,1,59.986380,115.502586,409.557028,6,797.445351,5.647433,161.256444,77.869147,9.232257
87.949228,0,52.778380,107.886712,452.264174,3,376.321787,7.413704,150.213714,47.368214,5.638612
84.105586,1,277.732946,99.008469,552.992443,6,944.498956,5.971374,51.210265,72.765429,9.298453
76.578386,1,190.198494,92.379559,646.072962,4,682.481547,6.615599,162.288853,92.235724,12.574580
95.674627,0,193.388009,85.381188,541.169491,5,473.902417,5.543885,155.894796,97.479947,11.264193
54.485888,1,232.122111,99.973833,674.390596,1,495.432731,6.991177,216.787921,42.133182,11.764894
57.236362,1,94.444684,105.787290,633.636174,3,599.008525,6.335818,235.717170,77.468855,5.274684
84.056253,0,246.800623,99.709647,604.305241,5,508.743705,7.146402,86.772932,96.580887,12.252090
68.864214,0,96.844889,100.087685,512.164244,6,543.760116,7.542135,133.778561,49.296976,5.092514
74.484246,1,137.910320,104.640449,443.041464,7,925.414467,7.138916,155.963149,85.079646,1.897626
94.538217,1,231.883067,84.140517,463.084461,3,862.190701,6.799203,36.555022,95.009904,12.217038
71.100323,1,97.506103,97.795676,682.491807,6,706.816712,7.390289,214.091344,85.175304,3.382088
59.751677,1,95.907029,97.065489,502.071505,4,677.858300,7.089873,36.263636,52.444019,7.161570
60.539384,1,101.010697,102.480404,665.990660,2,497.202714,5.791970,227.399960,95.133587,3.726898
98.685206,1,279.457463,99.405794,584.738741,6,974.421218,5.546331,201.859467,80.179187,4.766728
70.069412,0,297.776127,117.560971,472.456127,4,626.062933,7.791951,246.675980,86.134201,6.751001
91.368489,0,156.534847,119.000588,542.110493,5,571.332217,6.091325,195.033444,95.160061,9.057855
85.451773,1,263.478988,109.732399,475.339422,8,1107.832376,5.947978,184.836587,52.601992,0.864985
54.532884,1,260.152041,93.989901,563.801808,5,817.046960,5.943168,67.710003,56.032813,1.547251
67.654624,1,221.514497,111.339253,737.234352,4,657.137154,5.829297,100.682496,42.197444,10.821890
56.012365,1,296.086030,98.119854,531.660752,2,662.881288,7.768854,119.584263,71.896296,6.814897
79.406488,1,146.802479,93.228040,533.806528,4,714.058123,6.216256,215.110418,75.915679,10.394347
72.322788,1,92.251032,83.696218,456.937701,7,813.059504,7.496000,65.147681,95.850537,3.724862
77.112257,1,102.436942,111.056801,473.843958,11,1186.979329,6.439593,120.770447,88.664746,13.451869
91.723068,1,99.442009,100.775304,553.300204,2,571.872926,6.678485,154.378841,93.800521,6.509988
74.175592,0,275.031102,111.630619,516.249433,5,659.701315,6.880730,248.778372,71.245925,1.435547
56.369695,1,222.579705,95.745788,573.768109,2,616.970078,6.058430,73.845501,56.871498,6.333033
98.611492,1,86.907678,102.858115,538.366076,2,606.675495,6.559339,87.667056,89.043906,6.074347
82.278512,1,268.183824,106.953536,552.685644,6,950.787389,5.654921,115.915826,46.204372,3.356663
95.650436,1,291.746463,108.737242,459.575157,5,935.936527,7.686146,215.193085,46.462235,6.642121
99.140167,1,219.461919,106.480322,350.870245,3,839.448032,7.095258,235.007214,97.933662,1.576393
74.579752,1,270.435999,108.556645,598.859809,8,933.296330,6.306509,106.135722,98.599096,6.026057
90.248660,1,70.278657,111.865116,463.323392,5,776.345784,6.942783,203.637052,99.365983,8.760460
66.334072,1,56.049210,87.438871,387.429656,6,743.865912,6.135978,237.995177,57.014870,4.455546
92.801750,0,120.856380,108.668217,479.491089,3,344.786225,5.827212,128.243498,66.420222,5.530545
96.873281,1,189.161317,98.814381,608.872685,3,660.630101,6.676972,194.837270,90.458528,11.853338
98.222458,1,80.513587,107.984340,495.632254,6,891.084026,7.127875,36.844868,91.988550,11.259137
93.004879,1,137.293702,90.529032,473.321427,2,644.198558,7.093569,107.349332,96.758002,8.466935
90.303836,1,240.341777,101.283034,358.835393,4,855.901908,6.192004,243.989422,51.470714,3.245370
62.567142,1,183.921883,83.313849,542.547584,6,701.957202,6.036620,120.507889,65.575829,3.775325
93.744854,1,117.422853,110.495110,324.801255,6,992.438058,7.224809,104.696897,56.017593,4.012601
95.201132,1,130.354334,110.322775,381.060362,7,1048.713853,5.803983,232.390210,49.397321,6.117012
64.071289,0,81.165865,80.553510,458.281693,9,538.732118,5.632548,164.132562,64.714816,9.760625
88.955550,1,77.770807,81.710678,589.745306,6,738.858052,5.955945,81.515307,98.621100,5.064412
99.745095,1,51.571930,94.530827,717.779950,5,649.562728,6.238165,134.701845,54.261596,1.297240
52.884415,1,180.854101,91.353984,475.091810,7,877.705631,6.167013,150.223816,50.340773,12.343617
56.053306,1,156.572329,113.834085,447.286055,4,765.307799,5.801744,69.312701,70.774345,8.659051
93.263808,0,238.874959,88.123556,568.108861,4,564.956635,6.770348,218.832501,81.182661,4.398693
86.748214,1,244.575849,105.466501,383.636826,6,1002.984802,6.531359,118.376213,73.870095,4.668694
75.017437,1,169.609242,95.240802,534.256034,6,736.960493,5.613762,248.033389,89.898877,1.538853
99.252444,0,213.423621,102.889554,556.657271,3,465.540451,6.257778,126.656208,93.773387,1.640420
53.493921,1,216.722307,94.612683,528.995555,2,521.379965,6.897065,145.345343,44.978638,11.316508
54.582408,0,234.797361,115.437907,379.766541,6,709.455569,5.664558,68.822283,49.432155,9.927811
53.489414,1,231.013790,97.391386,455.790861,5,780.196436,6.002309,32.154503,68.459666,7.050236
87.367545,1,140.563300,97.468417,523.778218,5,770.640288,6.749703,236.619446,73.603442,6.020905
83.508111,1,219.637984,101.203468,570.238172,4,675.269443,5.520778,76.088499,86.466567,10.633665
73.375225,0,110.469564,112.989482,516.303325,4,463.487047,5.958820,186.053362,75.883232,11.841200
50.081571,0,120.565561,95.600253,455.298334,3,358.913612,7.400633,36.297985,90.996151,10.376752
80.106732,1,98.217958,95.381252,462.858134,7,811.781944,7.736843,23.199613,83.058494,8.263725
78.093382,1,270.988093,97.972192,599.006264,1,565.749599,6.300193,229.872254,64.124364,6.369009
53.227219,1,123.636781,102.140351,546.681865,11,1071.134704,7.042010,175.516375,44.193369,4.853810
67.376276,1,88.090684,85.716427,559.152262,7,694.251133,7.788750,91.460282,88.922203,1.991170
58.926626,0,248.419049,103.481751,519.970681,9,750.564308,6.003810,164.223898,82.065958,9.333671
73.832189,1,198.224141,111.492752,578.966206,5,733.714185,5.834144,118.302654,52.646378,11.322251
54.063177,0,227.880189,112.793929,543.074251,3,461.651809,7.204595,100.531299,44.522634,1.598529
76.849561,1,108.244055,107.147725,486.874416,7,906.757270,6.565951,158.129639,64.495675,5.602436
92.594196,1,73.540054,91.223037,501.152598,7,814.545305,6.104256,141.033522,83.500967,10.278193
91.583187,0,174.173726,100.022185,484.655145,8,712.134775,5.831306,189.745080,59.891399,6.501254
56.203252,1,187.219333,109.467203,494.060710,4,856.315541,7.444133,101.507268,65.813508,7.594297
90.988848,1,219.847139,92.143797,636.828270,6,802.194019,6.799247,38.951526,83.915005,11.608230
58.017657,1,103.376258,97.621453,616.835884,8,782.737377,5.629222,42.779679,86.984720,9.003699
85.289021,1,225.237228,102.193592,507.978686,8,1021.974373,5.553791,214.491983,74.822897,2.407669
62.347067,1,58.170559,88.532094,437.517909,7,784.573250,7.262014,101.558710,49.790759,12.111259
77.607428,1,163.444800,115.701945,399.857460,9,1088.675738,6.975696,139.668239,81.976505,6.166538
91.194443,1,279.842872,88.330094,530.022341,5,855.645104,5.910501,14.145553,96.346181,1.830292
97.964385,1,170.103302,88.918769,529.836541,8,975.519954,6.067671,224.102533,40.808663,9.721830
53.066744,0,77.759616,100.713379,519.993267,6,467.513558,5.992192,198.907454,67.139629,5.925391
79.736546,1,93.986234,88.684840,570.963421,8,774.968163,7.485017,228.056789,57.602314,3.712084
95.375913,1,74.376681,99.105549,493.625201,10,1018.755508,6.787587,236.962063,41.373173,3.614287
64.382419,1,85.802156,94.561714,434.544498,8,955.641171,6.511190,223.181954,55.853072,0.042931
79.970656,1,212.984593,89.351267,341.349031,6,961.793409,7.052491,55.413632,51.192308,8.603657
74.586948,1,89.229104,101.011903,530.410929,6,857.442849,6.801500,195.969412,42.344801,1.354547
77.277613,0,264.017045,98.456022,513.135437,4,513.511796,5.881977,118.377769,64.457440,3.058458
93.656557,1,99.222610,86.068413,541.496670,4,689.341345,6.021116,145.710556,99.292305,0.064004
92.980873,1,70.343741,107.437108,618.961932,3,663.757686,6.500911,22.445851,59.536289,4.072479
80.377447,1,172.677088,95.743578,508.515967,5,667.773182,7.627139,204.822588,58.279921,6.811967
66.249761,1,207.025544,106.525972,779.837369,3,617.436971,5.667821,128.938645,54.663390,11.290948
63.373662,1,227.289470,99.590473,483.946607,2,729.604517,7.742793,42.633747,85.478603,8.104769
84.097657,0,270.406807,95.399703,431.102713,6,581.924456,6.911464,147.490404,83.509631,13.783197
89.093602,1,209.250632,95.370640,441.683916,5,930.469290,7.360232,183.752502,41.421805,11.233180
67.242829,0,124.367329,99.127700,496.396713,3,383.812328,6.969859,129.654664,67.957874,11.527247
71.619147,1,206.081855,124.221361,402.514830,8,1141.712913,7.506948,142.985340,93.472795,1.469568
96.408340,1,208.557325,112.803936,549.355823,4,843.349721,6.994551,18.718733,61.126614,13.732163
73.297688,0,248.111483,104.155955,524.157229,5,496.752542,6.751496,45.598835,68.788552,1.876933
52.437626,1,293.248321,107.085491,482.844621,4,810.697150,6.871810,238.027616,75.222128,8.200975
71.669617,1,297.080609,102.305551,457.717813,4,852.158952,5.804674,138.404382,67.918107,11.901058
91.271427,1,73.087282,98.686816,608.125449,3,618.706379,6.674297,52.478993,64.451789,4.157837
64.621241,0,294.668642,91.690451,564.040814,8,681.403619,7.681384,38.727320,91.434857,2.610282
89.515098,1,186.991495,104.033516,526.255624,2,598.723152,6.452542,113.122537,71.404588,10.888483
55.950677,1,108.491145,111.767382,443.796188,3,667.842202,7.694993,168.788095,87.550637,1.414682
60.063338,1,125.861868,109.405009,537.764056,7,709.879254,6.913947,28.120734,54.760677,9.951830
68.328881,1,241.562585,88.663226,442.801255,7,898.775096,6.784267,22.020471,93.305783,13.717902
92.863595,0,215.704946,119.510960,593.727415,7,647.335416,6.172425,37.083120,48.828215,1.084089
68.676890,0,51.563823,119.618458,397.687113,3,428.525315,7.750813,68.907203,83.235075,0.156572
53.908424,1,124.226068,114.481815,541.800569,5,640.080038,6.417114,182.134808,66.982269,4.693505
70.560524,1,93.287704,99.151413,485.792476,9,909.510917,6.558830,201.961243,41.495396,11.412634
97.580679,1,237.224548,109.080085,454.735544,9,1040.098768,7.721614,220.407303,49.405046,12.191019
70.959242,1,85.368083,122.406262,507.495992,5,765.409583,7.562280,247.149127,60.882892,10.274405
54.784227,1,92.495115,110.932750,409.299345,4,733.961667,5.839302,125.511935,68.508360,2.263480
87.014382,1,157.708983,100.695535,462.935539,3,752.865428,6.883076,89.280828,70.076222,7.565585
76.984783,1,246.606863,101.896196,564.935005,4,839.720478,7.637702,174.605223,63.666230,6.020419
55.053174,1,214.727990,86.955213,609.517948,6,750.933464,5.561510,140.596787,48.635604,2.224501
95.862980,1,169.015742,96.989780,361.681153,5,840.507045,5.923275,187.747742,72.525798,7.412082
98.976346,1,52.062047,94.957255,421.307417,6,806.657399,7.374721,50.617826,65.767193,12.823691
92.321308,1,218.648722,100.330235,542.104698,4,744.375502,6.030931,34.123704,84.247838,8.527630
98.435123,1,115.032014,101.402861,592.544121,4,725.693258,7.174679,39.981435,90.737756,10.908757
57.212416,1,56.622348,117.641274,500.449727,3,491.791825,7.003867,6.176828,64.698725,3.283910
96.661147,1,294.300725,112.388221,401.320828,9,1291.027120,6.150703,232.197065,87.202713,2.620494
76.223020,0,253.064210,97.610386,350.526026,4,604.660244,5.503220,239.603609,55.103064,3.071242
71.787134,1,212.461857,112.996891,416.604386,9,1020.889424,6.751141,98.534179,65.278591,3.327757
67.477827,1,213.604487,86.328568,369.473716,9,1044.189641,7.304144,69.800630,80.229712,11.235495
70.980018,0,143.309598,104.772752,532.784405,6,459.782510,6.017981,8.473388,62.974896,9.159141
96.265034,1,151.325355,100.649111,524.047620,5,817.031686,5.715249,139.030124,69.734975,12.148102
95.607036,0,259.876689,94.169306,453.153279,4,558.570562,6.787299,40.387048,92.410440,12.990530
82.142697,0,291.743176,90.361701,528.326668,5,626.557096,7.436364,24.655988,75.093087,7.427311
76.887549,0,63.687561,104.219384,543.206278,3,274.416663,5.671234,230.727588,65.216318,5.393128
70.096687,1,98.875187,89.966061,761.902250,6,580.198479,7.188736,142.193841,49.089946,13.413520
69.855514,1,55.240561,103.845081,514.245716,10,915.817676,6.396966,137.586744,87.737478,4.067134
51.956306,1,298.947529,93.725177,342.604227,5,938.928957,5.800386,44.817545,61.050795,9.563177
55.335598,0,54.292619,96.512352,599.384329,4,239.828836,5.611151,154.379890,57.496139,3.540760
