site_id,region,county_code,monitor_type,has_monitoring,station_count,traffic_index,population_density,industrial_index,pm25,ozone,co2_ppm,asthma_rate,median_income,green_space_pct,development_pressure,latitude,longitude
S0201,South,019,Community,True,5,58.0,819.0,47.5,,27.4,396.0,4.97,57556.0,37.2,Medium,32.45038,-110.416
S0202,South,287,Mobile,True,2,69.9,1333.5,47.8,25.48,23.2,414.7,4.74,51025.0,33.4,Low,46.75806,-118.74176
S0203,North,276,Community,True,4,80.1,1365.8,56.1,17.26,52.4,419.3,6.67,65251.0,33.1,Medium,41.40377,-78.06882
S0204,Central,659,Community,True,2,77.0,1242.5,66.8,30.45,-5.0,437.5,5.82,39420.0,30.1,Low,27.28905,-116.72371
S0205,North,898,Community,True,2,49.4,815.1,34.1,33.43,19.2,369.8,6.1,56690.0,40.5,Severe,31.39945,-90.26603
S0206,Central,552,Regulatory,True,4,44.2,773.6,49.7,17.9,45.1,434.5,5.69,39866.0,35.2,High,41.681,-104.79243
S0207,Central,679,Community,True,3,57.6,965.1,60.4,44.81,31.9,423.1,5.25,50468.0,24.7,Severe,43.43458,-111.50624
S0208,West,603,Community,True,2,75.2,1088.5,44.4,,32.1,410.4,6.99,56281.0,27.6,Medium,45.05698,-87.73056
S0209,North,072,Community,True,4,64.2,1264.0,65.4,25.23,35.8,409.6,3.51,30839.0,29.1,Severe,33.2818,-98.22237
S0210,East,365,Regulatory,True,5,95.0,1863.0,95.0,40.67,38.5,508.7,5.5,42183.0,34.7,High,47.01711,-101.49164
S0211,Central,950,Regulatory,True,5,74.8,1424.9,52.8,54.62,41.1,430.7,6.41,41945.0,28.5,Medium,38.88836,-90.41101
S0212,Central,795,Community,False,5,77.0,1248.8,69.7,44.97,38.4,447.0,6.66,41891.0,28.2,Low,41.97559,-96.25211
S0213,South,335,Community,True,3,74.2,1311.1,57.7,32.19,30.6,420.4,5.76,50215.0,33.8,High,39.82989,-107.04966
S0214,West,652,Community,True,2,80.8,1453.7,62.3,30.97,25.1,438.1,5.43,55243.0,25.0,Severe,29.63891,-92.35398
S0215,East,751,Community,True,2,52.4,1014.3,41.7,28.06,23.3,429.4,5.39,47848.0,36.4,Low,47.70697,-86.00383
S0216,Central,590,Regulatory,True,1,74.7,1424.3,48.2,25.39,18.9,380.4,4.58,48098.0,30.4,Low,29.64182,-122.96514
S0217,South,199,Community,False,5,51.1,831.1,44.2,13.22,31.2,411.3,3.61,50928.0,38.7,High,32.47996,-97.71238
S0218,North,017,Regulatory,True,3,58.8,1067.7,51.6,,23.3,399.3,7.53,48608.0,24.0,Severe,44.493,-121.18321
S0219,Central,218,Mobile,True,4,63.3,1195.1,47.0,30.76,29.6,404.2,6.02,39115.0,44.5,High,40.29983,-113.78169
S0220,South,741,Regulatory,True,3,64.0,1327.2,46.3,33.43,42.5,399.7,6.78,55904.0,28.9,Medium,45.02021,-92.27075
S0221,North,852,Mobile,True,2,91.0,1722.6,74.9,36.69,48.3,448.5,5.28,47026.0,28.1,Medium,38.08833,-74.69414
S0222,West,650,Regulatory,True,5,44.0,887.2,38.5,20.2,29.4,389.1,5.49,52836.0,32.3,Medium,35.10535,-73.73867
S0223,North,147,Regulatory,False,1,66.0,1198.9,61.5,30.03,34.7,413.7,5.3,41355.0,21.2,Severe,46.81968,-120.47822
S0224,Central,210,Regulatory,False,3,35.6,810.3,40.3,14.72,45.1,408.0,5.57,46465.0,36.9,High,27.77942,-100.40146
S0225,East,670,Community,True,1,48.1,914.4,44.9,60.99,35.4,373.9,7.76,48105.0,29.4,Medium,45.4068,-90.97713
S0226,North,414,Regulatory,False,2,61.3,999.5,75.3,22.27,36.2,463.6,5.26,36730.0,28.1,Medium,31.96258,-116.04348
S0227,East,665,Community,True,4,73.1,1484.4,46.2,20.81,20.2,398.3,4.8,32590.0,25.9,Severe,45.24783,-80.48765
S0228,East,856,Regulatory,False,3,40.4,811.8,48.1,23.48,35.2,389.1,5.85,45323.0,28.8,High,29.99273,-81.70647
S0229,North,330,Regulatory,False,2,50.1,848.4,57.3,46.75,41.0,426.2,6.79,54090.0,26.8,Severe,39.47471,-72.55789
S0230,West,895,Mobile,True,5,66.5,1139.4,65.6,33.06,31.4,414.8,5.17,42939.0,30.2,Medium,46.09432,-124.01205
S0231,North,962,Regulatory,True,3,53.1,991.0,46.1,18.23,33.8,403.5,3.98,40903.0,32.6,High,37.1811,-112.04066
S0232,South,870,Community,True,1,67.5,1270.4,52.9,47.42,30.3,393.9,6.17,40860.0,28.4,High,43.05118,-76.93676
S0233,East,352,Mobile,True,3,65.7,1206.4,63.7,41.91,34.5,441.7,7.16,44119.0,25.0,Medium,44.30044,-85.94165
S0234,Central,163,Mobile,True,2,48.7,913.6,37.1,31.72,9.4,372.9,6.39,46687.0,34.5,Severe,42.83463,-73.07258
S0235,East,819,Regulatory,False,2,84.7,1729.0,68.7,45.46,35.4,436.9,5.49,61950.0,27.5,Low,46.89459,-121.21217
S0236,Central,101,Regulatory,False,1,69.3,1376.0,58.2,73.32,42.3,429.1,6.85,55181.0,29.1,High,36.60694,-90.17457
S0237,South,327,Mobile,True,2,34.2,638.6,44.6,56.56,26.1,388.8,7.72,59367.0,42.9,Severe,30.7222,-91.77982
S0238,South,327,Community,False,3,71.9,1406.8,59.9,25.4,35.4,427.0,4.48,55908.0,31.3,Medium,28.02794,-122.44872
S0239,South,155,Regulatory,False,1,55.0,866.2,40.6,48.29,24.1,370.4,6.77,41812.0,43.4,High,32.29889,-94.97248
S0240,North,010,Mobile,True,2,74.6,1391.2,61.0,37.5,38.1,439.3,5.44,36874.0,27.4,Medium,30.07875,-89.45258
S0241,East,353,Community,True,2,54.5,1197.5,42.2,32.82,28.8,422.4,6.77,38960.0,31.3,High,38.9959,-113.50064
S0242,Central,939,Regulatory,True,3,65.7,1155.8,48.2,16.34,24.5,448.6,4.28,58741.0,27.3,Severe,30.97632,-108.78355
S0243,South,183,Mobile,True,2,67.1,1106.9,67.9,31.47,47.6,443.6,6.37,43981.0,28.2,High,27.83707,-87.68003
S0244,South,455,Mobile,True,3,62.6,1048.7,52.7,22.63,40.6,426.7,5.26,38697.0,27.5,High,27.77378,-97.5727
S0245,Central,646,Regulatory,True,5,48.0,733.1,55.9,39.21,29.1,393.9,6.14,47153.0,26.0,Medium,44.87874,-75.16421
S0246,NORTH ,006,Community,False,3,52.1,843.2,58.3,43.85,38.6,447.4,4.81,48032.0,16.9,Low,39.71617,-104.81305
S0247,East,333,Community,False,4,51.1,875.9,59.0,14.6,39.0,437.8,3.19,51892.0,37.0,Medium,34.69883,-109.16707
S0248,Central,944,Regulator,True,2,55.7,833.5,44.8,27.88,36.3,393.3,5.24,52006.0,28.7,High,46.2259,-67.87021
S0249,NORTH ,333,Community,False,5,88.6,1596.9,71.5,53.91,24.3,467.2,6.87,38793.0,34.6,Low,28.50923,-72.10969
S0250,East,258,Mobile,True,1,65.0,1278.0,47.6,27.53,39.9,401.8,4.59,52817.0,29.9,High,48.07692,-122.83292
S0251,Central,211,Regulatory,False,4,46.7,732.1,38.2,33.94,25.0,381.9,4.93,45494.0,36.2,Medium,40.25027,-80.1831
S0252,Central,051,Community,True,1,81.2,1644.4,68.1,39.46,34.2,449.8,6.37,43883.0,26.8,High,30.94448,-118.15575
S0253,South,445,Regulatory,True,4,86.9,1625.7,86.6,44.69,62.8,459.9,6.63,50740.0,25.2,Low,41.59999,-122.9196
S0254,Central,659,Mobile,False,5,88.0,1707.7,56.5,30.2,36.5,437.0,5.41,39619.0,22.7,High,43.4127,-108.76251
S0255,North,377,Regulatory,True,5,45.2,734.0,36.9,16.96,26.1,370.5,5.39,46041.0,39.7,High,36.23087,-109.01261
S0256,South,640,Community,True,5,43.6,887.8,48.9,18.77,14.6,392.4,4.12,54407.0,28.0,Severe,45.5251,-77.38917
S0257,South,486,Regulatory,True,4,79.7,1304.0,56.5,41.53,45.2,408.1,5.83,40314.0,34.3,High,30.24075,-83.63663
S0258,East,770,Community,True,3,53.8,1075.1,52.7,29.49,22.4,426.2,6.63,45471.0,20.7,High,32.99501,-68.05746
S0259,West,051,Community,False,1,73.1,1335.8,53.6,29.74,25.4,407.3,5.53,51431.0,24.7,Severe,29.01009,-83.58801
S0260,East,154,Community,True,3,73.3,1386.4,61.2,28.18,32.6,409.9,5.5,63114.0,30.0,High,31.53387,-100.45031
S0261,North,582,Community,False,3,48.0,723.8,42.1,24.29,41.9,386.7,6.83,55501.0,30.6,Medium,32.13267,-84.31166
S0262,South,788,Community,True,2,51.9,827.5,48.1,40.89,38.2,406.1,5.06,53816.0,33.1,Severe,46.72911,-67.0311
S0263,South,791,Mobile,True,1,19.9,429.0,22.5,19.64,24.4,342.8,5.54,56673.0,36.7,High,28.67936,-83.66684
S0264,Central,310,Regulatory,True,4,42.6,653.1,43.0,16.72,33.2,380.2,6.0,42496.0,42.4,Medium,36.18943,-80.70332
S0265,West,399,Mobile,True,2,53.5,1018.3,49.5,37.25,27.6,440.8,5.64,49815.0,33.3,High,38.44657,-70.54401
S0266,West,134,Regulatory,True,2,48.6,710.0,36.7,24.39,30.3,373.1,5.82,50502.0,30.1,Severe,46.3219,-117.96505
S0267,Central,220,Regulatory,True,5,89.6,1714.7,73.9,37.45,39.1,448.1,5.19,47284.0,22.9,Severe,48.45047,-83.9749
S0268,North,163,Regulatory,True,4,45.2,665.8,53.9,50.49,41.2,411.6,6.04,51937.0,36.4,Severe,43.19784,-75.57866
S0269,West,971,Mobile,True,3,47.5,922.1,51.7,28.38,40.7,406.8,5.69,52505.0,20.5,Medium,47.87201,-69.62323
S0270,South,648,Community,True,3,64.2,1231.3,64.3,35.86,-5.0,445.0,6.35,45120.0,30.5,Medium,43.92267,-112.36927
S0271,North,569,Community,True,3,84.5,1436.9,58.3,21.99,-5.0,439.1,5.88,46847.0,21.6,Low,47.70886,-95.52408
S0272,East,502,Mobile,True,5,39.1,773.8,41.9,24.33,36.4,390.8,6.32,40534.0,38.3,Low,42.20632,-85.3681
S0273,East,946,Community,True,3,73.2,1348.0,57.9,39.64,33.7,405.6,5.93,44353.0,25.8,Severe,28.71491,-110.27061
S0274,North,689,Regulatory,True,1,60.2,1019.1,43.3,16.38,22.2,417.0,5.65,60012.0,34.5,Medium,35.64128,-89.97281
S0275,South,115,Community,True,3,43.5,662.2,39.3,28.12,-5.0,389.3,5.17,53577.0,32.4,High,40.90184,-109.68922
S0276,East,499,Community,True,3,69.4,1014.3,69.2,35.11,38.0,470.4,6.39,48747.0,17.8,High,34.54045,-105.32622
S0277,South,472,Community,True,1,61.7,1151.9,64.6,32.69,43.4,402.6,5.78,63258.0,30.9,High,32.87775,-99.11267
S0278,Central,149,Regulatory,True,5,55.3,807.9,50.9,41.87,31.3,414.6,6.41,39266.0,25.5,Low,39.41408,-94.07157
S0279,West,241,Community,True,2,55.5,1010.7,43.4,31.32,21.2,427.0,5.86,40060.0,36.1,Medium,47.07029,-98.66146
S0280,North,123,Community,False,4,52.8,917.9,49.6,48.09,32.8,403.9,5.28,63194.0,24.1,Medium,27.75211,-96.14126
S0281,West,804,Community,True,5,65.7,1264.0,58.5,22.21,35.5,422.0,4.32,47783.0,29.7,Medium,43.53847,-107.33115
S0282,Central,839,Mobile,True,3,65.7,1146.5,63.0,33.88,37.2,437.9,5.77,46180.0,27.6,Severe,42.53864,-115.35951
S0283,East,069,Mobile,True,2,89.4,1569.6,56.1,34.27,41.4,412.6,4.53,35989.0,25.2,High,47.725,-121.77738
S0284,South,826,Community,True,4,42.7,857.3,35.5,17.58,37.0,379.2,5.46,53438.0,41.2,Medium,47.01029,-113.23122
S0285,South,063,Mobile,False,4,86.9,1605.2,75.8,51.96,34.2,451.4,7.21,49724.0,25.0,Severe,43.388,-91.03824
S0286,Central,733,Mobile,True,4,42.2,797.0,39.8,59.07,25.0,382.2,7.18,41462.0,29.5,Medium,38.18879,-79.29836
S0287,North,016,Regulatory,True,1,49.7,950.3,35.9,26.01,-5.0,403.1,4.52,48176.0,34.6,High,31.39175,-114.76826
S0288,West,390,Mobile,True,1,56.5,832.6,59.6,36.74,40.5,434.2,6.8,47320.0,19.3,Low,38.72257,-118.25807
S0289,East,590,Mobile,True,2,54.2,1066.7,59.0,,46.3,429.9,6.99,50647.0,42.9,High,43.45507,-81.4158
S0290,North,634,Community,True,3,60.1,1155.4,55.6,23.66,31.4,432.2,5.29,39114.0,22.4,Medium,46.25689,-106.9534
S0291,Central,948,Regulatory,True,2,54.2,853.4,58.5,,32.7,421.3,5.16,59895.0,31.6,Low,43.97881,-69.78878
S0292,Central,258,Regulator,True,3,69.4,1220.5,54.7,24.28,45.4,406.9,5.36,55004.0,29.4,Medium,31.19824,-83.42672
S0293,South,217,Regulatory,True,5,49.5,887.0,42.7,16.74,34.7,387.8,5.21,46772.0,38.5,Medium,39.89326,-105.71153
S0294,East,479,Mobile,False,4,71.3,1267.3,48.2,54.58,35.5,406.8,6.65,45665.0,31.4,High,34.14173,-107.85129
S0295,North,114,Community,False,4,73.5,1363.7,55.4,30.35,24.3,403.9,5.49,45726.0,25.1,Low,27.19792,-94.38734
S0296,South,882,Regulatory,True,1,63.7,1318.8,56.1,27.29,39.5,413.4,6.0,40861.0,17.6,High,31.30475,-119.94918
S0297,East,973,Regulatory,True,5,83.2,1626.8,75.1,49.98,31.4,447.5,8.14,41692.0,14.3,High,29.43424,-117.7336
S0298,West,380,Mobile,True,5,70.9,1119.4,63.8,22.26,26.9,466.6,4.13,46121.0,25.8,High,45.11846,-114.38817
S0299,West,658,Regulatory,True,3,75.9,1440.8,66.6,26.02,33.9,398.2,5.23,59258.0,34.9,High,32.55788,-79.95339
S0300,South,977,Community,False,5,71.1,1439.5,64.3,33.89,31.4,433.1,4.87,53936.0,17.1,Low,33.12101,-94.9532
S0301,North,237,Regulatory,True,1,54.7,1031.4,42.3,39.56,28.8,422.0,7.09,56289.0,42.6,Medium,47.63864,-123.89239
S0302,East,476,Community,True,3,50.0,1030.4,48.4,33.64,20.6,408.9,5.27,51777.0,36.9,Severe,35.15036,-85.7728
S0303,West,972,Community,False,2,64.1,1394.5,75.8,37.87,46.6,467.8,4.88,37694.0,16.7,High,27.20609,-100.13781
S0304,West,931,Community,False,3,67.3,1334.3,53.6,31.52,42.4,417.9,6.02,46662.0,22.8,High,33.10269,-95.12599
S0305,North,598,Mobile,True,2,58.7,1087.0,67.7,37.43,21.3,431.9,7.09,56242.0,20.6,High,29.56494,-112.18832
S0306,South,679,Mobile,True,3,58.7,1181.8,53.6,32.08,41.2,382.8,6.07,37843.0,31.1,Medium,29.21038,-92.77252
S0307,Central,129,Community,True,4,79.5,1448.6,78.4,25.75,33.1,464.2,5.43,51401.0,24.0,High,28.66598,-68.19869
S0308,East,510,Community,True,2,58.6,1058.3,37.8,27.63,36.3,376.5,5.67,67231.0,31.9,Severe,39.75508,-120.27693
S0309,West,165,Regulatory,False,1,67.1,1165.6,65.2,22.57,35.7,425.3,6.12,56501.0,23.9,Low,31.07098,-108.17475
S0310,Central,277,Regulatory,True,2,66.4,1383.5,47.1,30.27,32.0,397.3,4.9,58011.0,31.7,Severe,34.76672,-110.52764
S0311,North,257,Regulatory,True,2,50.5,811.5,41.5,22.93,28.9,420.9,5.07,51878.0,36.7,Low,45.53338,-110.20841
S0312,South,132,Mobile,True,3,72.0,1480.3,67.7,82.37,46.6,478.0,7.8,53862.0,25.7,Medium,36.12327,-102.72438
S0313,East,992,Regulatory,False,4,65.6,1240.9,71.3,33.48,27.9,451.7,4.86,41812.0,21.8,Severe,46.68736,-77.45869
S0314,North,570,Community,False,3,58.6,886.2,56.4,18.59,39.0,414.5,4.7,56050.0,34.7,High,37.70567,-72.01063
S0315,South,257,Community,False,3,75.2,1397.2,56.1,30.41,42.8,403.3,6.3,51852.0,27.5,Severe,35.57499,-112.87263
S0316,North,141,Mobile,True,4,59.5,819.4,54.5,36.13,-5.0,425.1,6.2,52403.0,32.4,Severe,43.13336,-93.28038
S0317,West,686,Mobile,False,3,77.3,1465.8,61.1,,53.9,456.8,7.42,56733.0,27.2,Medium,28.57326,-87.87831
S0318,West,687,Regulatory,True,4,60.1,1187.3,56.3,24.82,29.8,417.6,5.34,43566.0,35.3,High,28.92379,-94.49492
S0319,Central,209,Mobile,True,1,57.7,968.3,65.8,18.44,44.1,402.8,5.29,47694.0,34.2,Medium,41.01743,-99.54061
S0320,North,716,Community,True,4,69.6,1267.0,53.2,41.01,32.5,425.9,5.49,48162.0,36.5,Medium,37.46923,-113.46141
S0321,West,519,Community,False,5,68.5,1467.3,70.8,21.06,47.6,462.2,4.84,37959.0,22.5,Medium,43.99393,-96.42739
S0322,South,051,Mobile,False,4,70.6,1210.7,62.7,28.1,35.6,409.2,5.54,49551.0,24.1,High,46.69982,-101.43015
S0323,Central,503,Community,True,4,48.8,751.7,44.0,25.04,27.9,401.9,5.45,36738.0,36.4,Medium,35.34989,-78.75511
S0324,East,259,Mobile,True,5,79.4,1606.1,63.0,32.85,46.2,440.2,5.87,53739.0,27.0,High,39.82282,-80.59275
S0325,North,178,Community,False,4,45.7,1058.0,42.8,,26.8,396.0,5.62,49025.0,31.2,High,37.76498,-116.79508
S0326,West,922,Regulatory,True,2,52.0,935.8,40.2,21.28,18.7,380.4,4.8,45218.0,27.8,Low,48.10463,-119.41015
S0327,South,543,Mobile,False,3,85.2,1655.1,74.3,33.29,-5.0,468.9,7.88,38395.0,33.6,High,44.86831,-72.28115
S0328,North,356,Mobile,True,3,78.8,1578.6,66.6,34.16,41.6,433.9,6.34,43651.0,32.9,Medium,46.60236,-93.70827
S0329,South,318,Mobile,True,1,64.6,1072.9,51.8,31.72,44.1,391.0,5.88,54069.0,28.9,Medium,32.46831,-75.17645
S0330,Central,666,Community,True,1,60.8,1036.6,62.7,32.87,-5.0,402.0,5.48,53163.0,23.6,High,43.60932,-121.15631
S0331,West,963,Regulatory,True,5,60.7,1240.3,60.2,36.46,45.6,447.4,5.51,41914.0,23.8,Medium,32.70767,-94.22535
S0332,West,364,Mobile,True,2,38.6,897.4,58.3,38.89,23.7,434.1,5.85,42847.0,29.1,Severe,31.48796,-93.48298
S0333,Central,055,Community,True,1,62.8,1198.8,62.9,36.71,32.2,434.5,6.04,53062.0,29.7,High,47.30172,-75.00963
S0334,South,156,Mobile,True,3,51.0,812.2,54.3,34.38,31.3,411.2,4.4,44348.0,24.0,Medium,27.41504,-118.88743
S0335,North,044,Community,True,1,68.9,1478.7,65.2,19.0,35.4,429.5,3.85,46607.0,19.5,High,47.75586,-110.67438
S0336,South,593,Regulatory,False,1,48.7,812.3,56.6,30.07,34.8,405.8,5.06,51116.0,29.2,Low,30.20913,-101.12405
S0337,North,678,Community,True,4,53.2,916.9,56.7,35.44,39.7,415.7,5.92,51995.0,33.8,Low,44.61792,-74.71412
S0338,Central,542,Community,True,1,52.9,994.1,41.1,35.19,26.7,362.2,5.59,55901.0,32.2,Low,32.93233,-70.51421
S0339,NORTH ,322,Mobile,False,5,57.9,1229.3,56.3,23.8,35.2,410.4,6.22,37520.0,27.2,Medium,34.5401,-67.41833
S0340,North,648,Community,True,3,36.0,750.5,43.2,,30.4,393.1,4.0,35208.0,24.6,Low,31.66029,-69.34637
S0341,West,014,Mobile,True,5,50.0,949.2,49.8,23.29,25.0,418.8,4.64,44765.0,26.2,Severe,39.58855,-124.15835
S0342,West,357,Community,True,5,73.6,1379.6,67.3,40.94,35.9,440.5,7.11,61134.0,31.8,Medium,34.48405,-121.75677
S0343,West,483,Regulatory,False,2,72.9,1317.6,52.7,44.55,32.0,426.7,6.32,63272.0,21.9,High,41.13395,-116.01261
S0344,South,618,Community,False,4,51.2,988.1,30.8,22.1,26.4,395.7,5.72,63721.0,44.5,Medium,27.33642,-104.44043
S0345,South,359,Mobile,True,5,50.7,609.7,47.0,38.55,32.0,420.5,7.36,49798.0,31.1,Medium,28.38406,-76.77971
S0346,South,318,Community,False,2,65.6,1145.2,64.6,34.05,36.8,443.4,5.22,33872.0,17.6,Medium,29.14271,-73.17227
S0347,West,075,Community,True,3,36.6,688.3,44.8,25.41,27.7,400.9,5.2,32126.0,34.1,High,36.00836,-113.75702
S0348,North,959,Regulatory,True,3,44.9,670.5,44.4,25.2,41.3,385.1,5.07,46065.0,33.8,Medium,44.51812,-88.86931
S0349,West,591,Mobile,False,2,56.0,1053.9,45.6,36.7,22.0,413.1,4.47,47092.0,28.3,Medium,46.09583,-71.75169
S0350,North,194,Regulatory,True,5,64.8,1141.9,42.6,31.95,24.9,421.9,5.38,58554.0,37.1,Medium,32.26343,-97.83543
S0351,South,997,Community,False,5,63.1,1347.0,62.2,70.76,57.8,437.1,8.15,53860.0,23.8,High,39.34895,-118.54624
S0352,East,363,Regulatory,True,4,76.5,1565.4,63.1,24.77,27.5,462.3,5.62,47427.0,31.2,Low,43.51985,-98.17572
S0353,South,096,Community,True,4,65.0,1114.5,81.0,43.06,29.4,443.0,6.59,41194.0,23.6,High,33.20983,-102.89179
S0354,Central,040,Community,False,3,53.1,938.0,58.0,,40.4,407.0,4.99,41685.0,26.7,Medium,35.79367,-91.28467
S0355,North,768,Regulatory,True,4,58.4,1042.6,50.2,21.58,15.9,423.1,4.62,50778.0,38.0,High,38.26545,-99.27713
S0356,East,397,Regulatory,False,2,50.2,848.9,40.1,,28.1,396.1,6.23,55483.0,37.9,Medium,29.89981,-123.50261
S0357,South,107,Community,False,3,65.3,1198.1,54.1,32.08,50.7,437.0,5.26,50947.0,22.5,Medium,27.55862,-67.34513
S0358,East,017,Regulatory,False,5,51.7,839.9,50.2,79.65,20.2,410.1,8.19,41684.0,32.2,Low,30.28532,-93.24644
S0359,West,527,Regulatory,True,3,72.8,1175.2,67.2,31.72,20.9,427.9,5.7,53154.0,37.9,Severe,40.47735,-97.26623
S0360,North,929,Community,True,1,48.4,946.8,48.2,18.9,20.1,403.6,5.97,52727.0,38.6,Medium,28.58279,-69.6095
S0361,Central,784,Mobile,False,3,66.1,1265.4,54.3,33.78,40.8,394.8,6.37,38842.0,23.7,Severe,31.07847,-115.53803
S0362,West,499,Regulatory,True,4,73.9,1233.9,85.5,18.33,50.4,456.9,4.01,41322.0,32.5,Medium,34.26386,-113.61884
S0363,East,525,Regulatory,True,2,44.1,902.1,54.3,,29.5,432.3,4.56,55095.0,34.7,Low,28.67421,-78.03915
S0364,South,759,Mobile,False,5,70.1,1186.5,65.2,,41.8,450.4,6.07,46005.0,20.7,Medium,31.12153,-109.50221
S0365,North,726,Regulatory,True,5,72.7,1339.0,57.0,42.03,45.4,428.1,6.06,59679.0,29.8,Low,46.5923,-78.54444
S0366,Central,663,Community,False,4,53.5,1061.4,53.9,41.46,47.8,391.2,5.75,52641.0,32.1,Severe,27.41493,-108.88682
S0367,South,804,Regulatory,True,4,63.1,1131.6,59.7,26.35,-5.0,422.1,6.03,44317.0,21.6,High,41.04879,-122.59171
S0368,NORTH ,043,Community,True,4,63.2,1193.0,40.0,26.5,11.6,373.6,5.46,47760.0,36.2,High,35.26479,-94.77165
S0369,North,946,Mobile,True,1,51.8,870.4,72.1,25.02,31.5,467.4,5.29,50285.0,40.2,High,41.46195,-113.19053
S0370,East,626,Mobile,True,2,47.5,832.3,57.6,19.95,31.0,414.9,5.54,44179.0,36.7,Medium,39.65687,-80.92384
S0371,Central,842,Mobile,True,1,65.1,1146.4,52.1,33.65,30.9,397.4,5.42,40821.0,30.6,Severe,31.80522,-87.63102
S0372,North,593,Regulatory,True,4,58.5,962.5,51.2,18.85,31.3,412.5,6.04,54836.0,28.1,Medium,45.215,-71.39285
S0373,Central,350,Mobile,False,2,79.2,1403.9,72.3,30.76,47.0,440.5,4.99,53339.0,27.5,High,37.57672,-79.47817
S0374,South,653,Regulatory,True,4,63.4,954.9,65.3,22.95,46.5,459.8,5.61,54101.0,21.1,Medium,44.68452,-114.10538
S0375,Central,030,Regulatory,True,2,88.6,1536.5,79.4,46.27,38.5,451.9,7.32,57903.0,21.3,Severe,35.72927,-78.4909
S0376,South,441,Regulatory,True,5,50.6,876.2,48.9,53.27,41.0,387.0,5.7,45409.0,18.5,High,48.17074,-87.60012
S0377,South,542,Mobile,True,1,60.8,1063.2,67.8,20.77,39.8,409.7,4.8,62015.0,29.1,Severe,43.56552,-86.03528
S0378,North,455,Mobile,True,4,69.2,1216.4,68.4,17.63,37.6,442.7,5.68,40494.0,24.3,Medium,47.76793,-76.64488
S0379,West,778,Regulatory,True,4,81.9,1466.2,81.4,36.25,47.6,458.2,6.62,38101.0,27.4,Low,38.05802,-91.50512
S0380,NORTH ,611,Mobile,True,3,45.4,875.4,38.5,26.39,30.2,367.9,5.2,35668.0,33.0,Medium,37.18436,-97.7048
S0381,East,962,Regulatory,True,5,51.1,1025.2,57.5,32.3,50.8,441.3,5.1,45282.0,22.4,High,43.24226,-87.89314
S0382,NORTH ,094,Mobile,True,4,59.7,996.6,62.1,27.0,24.0,441.8,6.02,44991.0,28.8,High,45.92626,-107.36745
S0383,West,723,Community,True,1,28.4,367.1,59.0,26.28,30.6,425.7,6.14,57005.0,23.9,Low,47.72913,-114.00066
S0384,South,295,Mobile,True,5,54.1,848.1,40.8,31.04,29.2,413.8,4.74,51863.0,41.8,Medium,33.97787,-89.0462
S0385,West,549,Mobile,True,4,53.5,903.9,49.4,41.29,35.9,418.8,5.22,40033.0,25.1,Low,44.17215,-111.05372
S0386,West,899,Mobile,True,1,66.0,1145.1,39.8,14.19,40.1,379.4,4.87,44988.0,29.2,Severe,31.52888,-119.90488
S0387,East,089,Regulatory,True,3,65.2,1080.5,62.8,28.32,35.5,417.5,5.86,45545.0,21.3,Low,38.72985,-124.46813
S0388,West,930,Regulatory,True,3,80.3,1290.1,69.4,37.79,-5.0,457.1,5.68,33052.0,19.5,High,30.86674,-89.52163
S0389,East,503,Community,True,1,66.4,1141.2,79.9,25.98,46.7,469.8,5.77,40305.0,24.2,Medium,34.46904,-103.67644
S0390,North,767,Community,False,5,53.6,986.5,43.0,50.65,36.8,400.0,6.04,42915.0,23.9,Medium,47.0242,-81.24212
S0391,South,214,Community,False,1,42.8,841.6,32.5,20.11,12.6,365.8,3.52,61420.0,32.4,Severe,30.14095,-102.92736
S0392,East,422,Regulatory,True,1,48.4,803.9,56.1,29.01,34.0,430.2,5.15,51708.0,31.4,Low,40.59662,-96.5548
S0393,South,526,Community,False,3,46.8,792.4,26.0,29.69,13.8,355.5,5.53,55543.0,32.3,Low,39.74852,-101.09261
S0394,Central,192,Community,True,3,87.4,1462.0,79.3,30.91,34.5,461.3,5.35,34239.0,10.9,Low,29.59587,-87.09195
S0395,North,807,Mobile,True,3,60.0,1075.8,50.3,15.41,25.3,432.2,3.96,58099.0,37.9,Medium,34.00855,-104.022
S0396,Central,694,Community,True,4,48.3,767.8,50.5,,39.1,401.1,3.95,60802.0,31.5,High,39.1041,-69.08336
S0397,Central,642,Mobile,True,4,43.2,845.6,21.2,33.69,26.2,334.6,5.32,33940.0,37.4,Medium,31.02434,-70.67155
S0398,West,224,Regulatory,True,2,88.6,1380.3,66.0,31.3,-5.0,423.0,6.19,41075.0,25.4,High,44.21341,-75.7384
S0399,West,555,Regulatory,True,4,58.8,1014.3,67.0,24.1,43.8,455.5,6.08,52880.0,31.5,Low,47.90136,-71.58273
S0400,Central,693,Mobile,False,5,70.5,1304.9,70.3,47.32,26.1,450.3,7.2,52326.0,31.6,Severe,31.61733,-98.67447
S0401,West,387,Community,True,5,39.8,737.9,32.1,22.12,-5.0,375.9,4.53,45145.0,39.8,High,31.01861,-93.65525
S0402,South,681,Regulatory,True,3,61.1,1422.2,48.8,24.46,-5.0,400.1,4.42,44023.0,31.9,Severe,36.7811,-81.82968
