policy_id,site_id,policy_strength,policy_type,grant_amount,inspection_count,compliance_score,estimated_reduction_pct,policy_adopted,start_date
P0317,S0849,Pilot,Congestion Pricing,23708.49,3,69.8,5.4,True,2023-08-15
P0318,S0376,Pilot,Emissions Cap,18774.2,7,59.2,20.0,False,2023-07-19
P0319,S0595,Full,EV Incentive,13186.43,8,52.6,14.0,True,2021-12-22
P0320,S0747,Full,Congestion Pricing,35855.62,9,56.4,16.0,True,2023-03-29
P0321,S1066,Full,EV Incentive,20445.62,1,74.7,5.4,True,2023-04-25
P0322,S0458,Pilot,Emissions Cap,16874.98,9,64.3,11.8,True,2022-11-07
P0323,S1154,Pilot,EV Incentive,19158.7,2,71.7,11.1,True,2022-12-22
P0324,S1052,None,Congestion Pricing,21633.7,0,61.6,10.7,False,2022-11-21
P0325,S0741,Full,Emissions Cap,44339.39,0,53.8,-1.6,True,2021-04-09
P0326,S0629,Pilot,EV Incentive,35958.53,9,72.2,21.8,False,2023-03-16
P0327,S0326,Pilot,EV Incentive,24668.34,5,55.3,9.8,True,2022-07-18
P0328,S0619,FULL,Industrial Retrofit,37665.64,0,60.1,13.0,False,2022-06-11
P0329,S0325,FULL,Congestion Pricing,25240.26,4,50.3,2.1,False,2023-10-29
P0330,S1184,Partial,Industrial Retrofit,30453.01,5,53.8,18.8,False,2021-01-28
P0331,S0516,None,EV Incentive,18030.79,8,75.7,18.3,True,2021-10-29
P0332,S0746,Pilot,Congestion Pricing,18130.98,5,77.6,15.1,True,2021-05-26
P0333,S0248,Full,Emissions Cap,29460.58,3,78.1,11.6,True,2021-02-12
P0334,S0398,Partial,Emissions Cap,29500.25,0,78.1,24.0,False,2021-11-27
P0335,S0582,Pilot,Emissions Cap,49350.76,5,60.8,15.9,False,2024-04-01
P0336,S0203,None,EV Incentive,36300.79,6,73.0,1.8,True,2021-11-21
P0337,S1172,Pilot,EV Incentive,20026.91,4,77.6,11.3,False,2023-03-08
P0338,S0221,Partial,Emissions Cap,12480.92,5,54.5,13.5,False,2021-05-22
P0339,S0867,None,Industrial Retrofit,45686.33,9,67.3,10.6,True,2022-12-24
P0340,S0263,Partial,Industrial Retrofit,32826.87,7,63.5,13.4,True,2024-03-27
P0341,S0296,Partial,Congestion Pricing,48123.87,0,42.5,18.6,False,2021-12-17
P0342,S1020,Partial,Congestion Pricing,35428.0,7,68.9,8.9,True,2023-10-15
P0343,S0292,None,Emissions Cap,79457.5,1,56.4,7.7,False,2024-04-12
P0344,S0684,Partial,EV Incentive,23627.63,1,77.6,3.5,False,2022-12-08
P0345,S0876,Partial,EV Incentive,27579.97,7,55.9,-1.2,True,2022-01-07
P0346,S1055,Pilot,Congestion Pricing,43229.67,1,68.9,8.1,True,2023-03-20
P0347,S1068,Full,Emissions Cap,45152.89,7,66.3,5.9,True,2023-10-11
P0348,S0555,None,Congestion Pricing,32736.88,4,44.3,8.8,False,2021-07-25
P0349,S1158,FULL,Industrial Retrofit,10356.23,8,61.2,6.5,True,2022-06-28
P0350,S0349,Pilot,Emissions Cap,9313.5,8,69.3,3.6,True,2022-01-19
P0351,S0219,Partial,Emissions Cap,21341.96,7,150.0,6.7,False,2021-12-07
P0352,S1023,Partial,Emissions Cap,27257.64,8,65.2,13.1,True,2023-10-30
P0353,S0450,None,Industrial Retrofit,8771.03,6,75.9,6.8,True,2022-05-21
P0354,S0504,Partial,Emissions Cap,26426.29,7,71.4,8.9,True,2022-02-11
P0355,S0086,Partial,Congestion Pricing,39763.8,5,71.8,22.6,True,2022-12-26
P0356,S0523,Partial,Industrial Retrofit,25964.36,8,72.4,16.5,True,2021-09-21
P0357,S1104,None,EV Incentive,32114.92,1,61.7,11.4,True,2021-10-03
P0358,S0461,Pilot,Congestion Pricing,38280.29,2,53.1,11.6,False,2022-09-17
P0359,S1014,Partial,Congestion Pricing,10293.2,1,83.8,5.7,True,2022-05-07
P0360,S0630,None,Congestion Pricing,39797.09,5,74.2,7.5,True,2021-12-20
P0361,S0252,Partial,Industrial Retrofit,17324.55,2,64.2,8.3,True,2021-03-06
P0362,S0018,None,Congestion Pricing,23321.62,0,72.4,10.6,True,2022-09-17
P0363,S1177,Pilot,Industrial Retrofit,18094.17,3,69.8,9.7,True,2023-09-07
P0364,S0500,Full,Emissions Cap,51242.87,4,54.8,3.2,True,2023-10-19
P0365,S0458,Partial,EV Incentive,13313.69,3,60.9,13.6,False,2021-10-10
P0366,S0115,Partial,Emissions Cap,61624.03,5,80.9,6.6,True,2022-12-21
P0367,S0753,Full,Congestion Pricing,112994.75,2,64.9,21.5,True,2023-10-25
P0368,S0769,Partial,Industrial Retrofit,10607.62,9,69.5,17.5,True,2022-05-06
P0369,S0447,Partial,Industrial Retrofit,18927.44,5,80.1,0.0,True,2024-01-24
P0370,S0353,Full,Emissions Cap,38850.21,9,64.9,8.5,True,2023-12-20
P0371,S0625,Partial,Congestion Pricing,14822.92,0,53.8,19.6,True,2021-09-07
P0372,S0541,Partial,EV Incentive,22853.86,5,150.0,14.0,True,2021-11-07
P0373,S0322,FULL,Industrial Retrofit,29897.39,7,58.3,10.5,True,2021-08-05
P0374,S0226,Full,Industrial Retrofit,17541.19,9,48.3,-4.0,True,2021-08-24
P0375,S0361,Pilot,Congestion Pricing,,7,74.6,8.7,True,2023-12-26
P0376,S0834,None,Industrial Retrofit,47535.96,0,150.0,11.3,True,2024-01-23
P0377,S0112,None,Congestion Pricing,25668.27,6,29.2,-2.3,True,2021-03-04
P0378,S0212,None,Congestion Pricing,14426.29,9,68.0,13.7,False,2022-12-14
P0379,S0948,Pilot,EV Incentive,54118.53,9,68.2,5.8,False,2022-11-09
P0380,S0159,Full,Congestion Pricing,61909.0,3,88.4,11.8,False,2022-04-14
P0381,S0572,Partial,Emissions Cap,33561.94,5,65.0,10.8,True,2023-01-29
P0382,S1117,None,EV Incentive,14926.97,5,77.8,8.5,True,2024-02-11
P0383,S0670,Partial,Congestion Pricing,15888.7,4,72.8,14.7,True,2021-07-24
P0384,S1165,Partial,Congestion Pricing,6495.98,9,57.9,11.7,False,2021-05-25
P0385,S0911,Partial,EV Incentive,18858.58,8,69.2,26.3,True,2021-02-10
P0386,S1023,Pilot,Industrial Retrofit,,9,63.0,20.7,True,2022-03-13
P0387,S0404,Full,EV Incentive,17847.51,7,56.7,3.9,True,2022-02-10
P0388,S0404,Pilot,Industrial Retrofit,15160.38,5,58.8,17.1,True,2022-06-01
P0389,S0601,None,EV Incentive,49698.53,3,57.2,5.6,True,2022-08-27
P0390,S0193,Pilot,EV Incentive,53678.5,3,64.9,3.0,True,2023-06-29
P0391,S1123,Partial,Emissions Cap,19502.96,8,64.9,1.1,True,2022-04-16
P0392,S1137,Partial,EV Incentive,,3,58.4,7.9,False,2022-02-01
P0393,S1000,None,Emissions Cap,15984.08,6,62.5,16.0,False,2023-09-20
P0394,S0523,None,Congestion Pricing,21903.92,5,42.5,11.0,True,2023-10-17
P0395,S0350,Partial,Industrial Retrofit,9026.62,1,52.9,13.1,True,2021-10-07
P0396,S0316,Partial,Industrial Retrofit,33391.65,4,150.0,-5.0,True,2022-01-13
P0397,S0943,Pilot,Emissions Cap,25292.21,2,85.1,8.6,True,2023-09-18
P0398,S0913,Full,Industrial Retrofit,17976.91,8,150.0,3.7,True,2021-04-06
P0399,S0652,Full,Industrial Retrofit,25457.92,9,53.3,0.5,True,2022-01-27
P0400,S0635,Pilot,EV Incentive,23646.48,0,84.4,2.8,False,2022-06-23
P0401,S1011,Partial,Emissions Cap,16377.31,9,65.0,10.4,True,2021-08-13
P0402,S0593,None,Industrial Retrofit,34170.93,3,51.4,13.9,True,2021-08-04
P0403,S0444,Partial,Congestion Pricing,22499.1,3,64.1,4.5,True,2022-05-25
P0404,S0621,Pilot,Emissions Cap,24820.66,8,76.8,13.5,True,2023-06-25
P0405,S0756,None,EV Incentive,11199.26,0,51.4,14.9,False,2023-10-06
P0406,S0497,Partial,Congestion Pricing,24950.01,1,52.6,12.0,True,2024-03-21
P0407,S0773,Full,Industrial Retrofit,24158.75,0,86.7,4.9,True,2021-03-30
P0408,S0374,FULL,Industrial Retrofit,16393.36,0,68.6,7.0,True,2021-09-18
P0409,S0184,None,Emissions Cap,37009.36,0,59.3,12.0,True,2023-06-27
P0410,S0032,Pilot,Industrial Retrofit,7595.53,2,63.7,5.7,True,2022-10-11
P0411,S0283,Partial,Emissions Cap,20144.39,3,68.4,13.9,True,2022-01-29
P0411,S0836,Partial,Industrial Retrofit,32401.91,9,62.7,3.4,True,2021-09-04
P0413,S0873,Partial,Congestion Pricing,94760.27,1,81.2,12.3,True,2021-12-03
P0414,S0686,Partial,EV Incentive,11856.08,0,66.2,15.4,False,2022-05-31
P0415,S0462,Partial,Congestion Pricing,28372.52,4,73.0,11.1,True,2021-08-01
P0416,S0871,Partial,EV Incentive,37374.42,5,66.0,4.1,True,2024-03-03
P0417,S0984,Partial,Emissions Cap,27945.42,1,64.6,0.2,False,2021-05-10
P0418,S0368,Partial,Industrial Retrofit,12843.51,2,75.7,3.4,True,2024-03-28
P0419,S0658,Full,Congestion Pricing,20126.58,9,76.0,12.9,False,2023-10-08
P0420,S0166,FULL,Industrial Retrofit,6216.8,2,45.4,8.8,True,2022-05-23
P0421,S1000,Pilot,Emissions Cap,26965.66,1,64.8,6.4,False,2023-06-07
P0422,S0602,None,EV Incentive,11504.16,3,89.6,12.4,True,2023-03-17
P0423,S1127,Full,Congestion Pricing,35362.12,4,59.6,-1.9,False,2021-09-13
P0424,S0594,Pilot,EV Incentive,18177.62,7,70.4,8.4,True,2022-02-11
P0425,S0126,Pilot,EV Incentive,17179.83,5,80.0,3.4,True,2022-09-08
P0426,S0038,Full,Emissions Cap,,8,51.7,1.9,True,2023-02-05
P0427,S0348,FULL,EV Incentive,31449.99,2,60.5,6.9,False,2022-10-14
P0428,S0737,Full,Emissions Cap,45377.45,9,46.1,24.8,True,2022-07-22
P0429,S0734,None,EV Incentive,22998.47,8,66.3,13.8,False,2022-06-16
P0430,S0426,Full,EV Incentive,25248.73,3,150.0,3.2,True,2022-08-21
P0431,S0648,Pilot,Congestion Pricing,11710.08,7,72.7,17.3,True,2022-06-06
P0432,S0286,None,Emissions Cap,64153.87,9,83.9,2.2,True,2022-10-12
P0433,S0320,Pilot,Industrial Retrofit,,6,65.8,19.1,True,2023-12-02
P0434,S0512,FULL,Industrial Retrofit,41560.31,6,51.2,4.7,False,2023-01-30
P0435,S0225,None,Industrial Retrofit,41744.06,8,54.4,10.7,True,2023-05-18
P0436,S0506,Partial,Congestion Pricing,34198.65,9,55.9,22.5,False,2022-12-18
P0437,S1131,Full,Congestion Pricing,23331.64,1,67.5,7.9,True,2023-02-11
P0438,S0742,Pilot,EV Incentive,21641.29,4,93.2,21.0,True,2022-11-26
P0439,S1029,Pilot,EV Incentive,25888.5,2,64.1,9.6,False,2021-02-02
P0440,S0468,Pilot,Industrial Retrofit,8584.1,6,81.5,9.5,True,2024-04-14
P0441,S0938,Full,EV Incentive,26485.18,2,63.6,4.7,True,2021-02-10
P0442,S0765,None,EV Incentive,65607.85,4,51.1,18.5,True,2022-04-20
P0443,S0163,Pilot,Congestion Pricing,23493.74,4,55.2,7.0,True,2021-05-07
P0444,S0653,Pilot,Industrial Retrofit,26379.85,1,56.3,21.4,False,2021-04-27
P0445,S0901,Full,Emissions Cap,14552.67,0,63.5,6.2,False,2023-08-11
P0446,S0808,None,Industrial Retrofit,30073.88,5,69.9,7.3,False,2022-05-27
P0447,S0082,Pilot,Congestion Pricing,16868.76,0,57.1,16.0,False,2023-08-20
P0448,S0481,Pilot,Industrial Retrofit,44797.78,8,74.5,9.3,True,2021-11-24
P0449,S0516,Full,Emissions Cap,53358.95,9,77.6,11.7,True,2021-11-04
P0450,S0187,Pilot,EV Incentive,60825.11,4,61.8,2.1,False,2021-10-29
P0451,S0146,Partial,Industrial Retrofit,11314.88,0,76.0,10.7,True,2023-01-10
P0452,S1006,None,Congestion Pricing,41507.37,7,41.7,12.2,True,2023-09-05
P0453,S0152,Full,Congestion Pricing,39663.79,0,36.7,20.3,False,2022-06-27
P0454,S0093,Partial,Industrial Retrofit,20972.3,3,75.0,7.1,True,2022-04-01
P0455,S1055,Partial,EV Incentive,55028.5,6,59.9,12.0,True,2024-03-14
P0456,S0540,Pilot,EV Incentive,34498.37,3,91.4,17.3,False,2021-05-21
P0457,S0649,Pilot,Congestion Pricing,61320.5,4,63.9,10.3,True,2022-08-07
P0458,S0602,Pilot,Congestion Pricing,12574.52,6,53.0,16.5,False,2022-05-06
P0458,S0049,Partial,Emissions Cap,17528.21,3,85.2,25.0,True,2021-04-28
P0460,S0541,Full,EV Incentive,28459.41,4,72.9,10.2,True,2021-11-18
P0461,S0156,Pilot,Industrial Retrofit,54369.27,6,83.6,17.9,True,2021-02-04
P0462,S0775,Full,Congestion Pricing,35343.85,0,58.0,13.1,False,2023-11-19
P0463,S0546,None,Congestion Pricing,15229.62,2,69.4,15.1,True,2022-12-31
P0464,S0650,Full,Congestion Pricing,78104.69,0,54.5,14.2,True,2023-09-06
P0465,S1001,FULL,Congestion Pricing,22542.91,2,44.0,16.4,True,2022-09-18
P0466,S1081,Pilot,EV Incentive,15524.88,1,73.9,16.0,True,2022-12-21
P0467,S0175,Pilot,Congestion Pricing,16897.85,4,59.5,9.6,True,2023-04-22
P0468,S0027,Partial,EV Incentive,12096.31,9,53.1,6.7,True,2023-12-26
P0469,S1143,Partial,Emissions Cap,6985.68,4,48.3,12.6,True,2021-04-21
P0470,S0147,Pilot,Emissions Cap,25085.47,9,67.2,1.3,True,2022-02-02
P0471,S0868,Partial,Industrial Retrofit,10585.47,8,65.8,13.7,True,2023-05-01
P0472,S0265,None,Congestion Pricing,,7,59.2,14.5,True,2024-02-25
P0473,S0258,Pilot,Industrial Retrofit,48560.69,2,56.9,8.9,True,2024-03-22
P0474,S0827,Pilot,EV Incentive,33724.24,0,74.2,10.3,True,2023-02-05
P0475,S0743,Partial,Industrial Retrofit,27622.68,4,35.2,15.5,True,2021-08-21
P0476,S0710,Partial,Industrial Retrofit,10673.15,2,72.6,14.5,False,2021-05-24
P0477,S1094,Partial,Congestion Pricing,44695.57,4,70.6,15.6,True,2024-02-10
P0478,S1049,Partial,EV Incentive,86503.34,8,50.2,14.7,True,2022-06-05
P0479,S1180,Pilot,EV Incentive,62627.61,0,41.8,10.6,True,2021-08-22
P0480,S0219,Partial,Congestion Pricing,12108.69,0,72.1,9.9,False,2024-01-26
P0481,S0561,None,EV Incentive,25673.63,8,50.9,12.5,False,2021-05-06
P0482,S0892,Partial,Emissions Cap,22705.49,2,83.9,18.7,True,2023-05-26
P0483,S1064,None,Congestion Pricing,21187.74,9,90.4,11.6,False,2023-01-21
P0484,S0597,Partial,Congestion Pricing,27343.85,4,70.1,17.8,True,2021-04-16
P0485,S0343,Partial,Congestion Pricing,98621.97,8,63.8,-2.2,True,2022-02-11
P0486,S0503,Pilot,Emissions Cap,28693.17,4,62.4,11.9,True,2021-06-29
P0487,S0450,Partial,EV Incentive,20607.17,2,44.5,10.5,True,2022-12-27
P0488,S0336,None,Emissions Cap,32168.47,8,61.6,0.0,True,2022-07-27
P0489,S0004,Pilot,Emissions Cap,12234.51,6,59.5,0.9,True,2021-01-06
P0490,S0759,Partial,Emissions Cap,17506.97,6,57.4,12.8,True,2024-03-16
P0491,S0517,Full,Industrial Retrofit,48617.52,7,69.7,10.6,False,2022-02-24
P0492,S1174,Pilot,EV Incentive,30121.86,4,66.6,14.7,True,2021-11-06
P0493,S0238,Pilot,EV Incentive,94943.58,1,74.4,-5.0,True,2021-09-24
P0494,S0103,Partial,Congestion Pricing,31590.39,8,59.7,16.4,True,2021-07-10
P0495,S1199,Partial,Congestion Pricing,12740.04,2,72.2,16.5,True,2024-04-13
P0496,S1010,Pilot,Industrial Retrofit,,1,65.1,1.7,True,2021-12-21
P0497,S1058,Full,Emissions Cap,49069.22,9,72.2,18.4,True,2022-05-02
P0498,S0518,Partial,Congestion Pricing,14401.45,9,64.1,20.7,True,2023-11-12
P0499,S0440,None,EV Incentive,13647.69,4,86.3,2.0,True,2023-02-10
P0500,S0225,Pilot,Congestion Pricing,,7,35.7,10.6,False,2022-03-19
P0501,S0565,Pilot,Emissions Cap,48910.87,2,72.5,11.2,True,2023-12-14
P0502,S1083,Partial,Industrial Retrofit,21576.62,5,75.3,-0.8,True,2023-06-19
P0503,S0246,Pilot,Emissions Cap,16236.76,8,49.8,8.0,True,2021-10-01
P0504,S0928,Full,Congestion Pricing,55690.47,1,86.9,18.4,False,2023-02-12
P0505,S0953,Pilot,Industrial Retrofit,50270.31,7,65.3,4.8,True,2024-01-12
P0506,S0819,Partial,Industrial Retrofit,73147.97,9,63.5,21.0,True,2022-08-19
P0507,S0216,FULL,Emissions Cap,60524.19,6,69.5,12.2,True,2023-05-31
P0508,S0283,Full,Congestion Pricing,50784.66,2,75.7,5.3,True,2024-03-11
P0509,S0573,Partial,Emissions Cap,17141.45,0,66.6,10.3,True,2023-04-09
P0510,S0382,None,Congestion Pricing,,5,66.2,1.2,True,2021-05-03
P0511,S1069,Full,Congestion Pricing,55758.28,1,75.1,12.6,True,2021-10-21
P0512,S0172,Pilot,EV Incentive,81918.4,2,76.6,8.8,True,2022-12-16
P0513,S1119,Partial,Industrial Retrofit,29812.25,4,69.0,7.4,True,2021-11-27
P0514,S0044,Full,Congestion Pricing,20026.75,7,46.4,1.3,False,2024-02-24
P0515,S0228,Partial,Emissions Cap,15827.77,1,52.8,9.5,True,2022-05-02
P0516,S0574,Full,Emissions Cap,48419.51,5,78.0,11.2,False,2022-07-03
P0517,S0317,Full,EV Incentive,18033.05,0,61.7,1.8,True,2023-04-22
P0518,S0731,FULL,EV Incentive,28691.21,6,57.8,16.5,True,2022-09-22
P0519,S0601,None,EV Incentive,15864.52,3,70.3,11.7,True,2022-04-04
P0520,S0624,Pilot,Industrial Retrofit,24456.39,0,68.8,4.9,True,2021-04-02
P0521,S0467,Partial,EV Incentive,35010.09,8,62.4,9.4,True,2022-12-17
P0522,S0297,Partial,Industrial Retrofit,31620.17,8,73.9,15.0,False,2023-11-08
P0523,S0545,Partial,EV Incentive,41888.61,2,49.8,18.2,True,2023-04-03
P0524,S0489,None,Industrial Retrofit,11796.34,5,44.2,19.5,False,2022-04-03
P0525,S1020,Full,Congestion Pricing,25086.22,6,83.0,20.8,True,2021-06-03
P0526,S0215,Full,EV Incentive,20289.92,3,51.5,2.0,True,2023-09-07
P0527,S1026,Pilot,Industrial Retrofit,14921.95,5,47.3,5.7,False,2024-02-05
P0528,S0661,Pilot,Congestion Pricing,17159.23,8,61.1,1.6,True,2022-04-11
P0529,S0654,None,EV Incentive,15733.55,9,64.6,16.5,True,2023-05-25
P0530,S0802,FULL,Congestion Pricing,33188.49,5,59.3,9.0,True,2022-05-08
P0531,S0341,Partial,EV Incentive,34203.5,6,62.3,17.6,True,2022-08-26
P0532,S0704,Full,Emissions Cap,45495.77,5,47.9,1.5,False,2023-10-01
P0533,S0407,None,Industrial Retrofit,32755.88,6,73.6,5.9,True,2021-04-11
P0534,S0853,Partial,Emissions Cap,29592.68,0,46.6,5.2,True,2022-09-29
P0535,S0306,Partial,Industrial Retrofit,,5,65.3,17.4,False,2021-09-15
P0536,S0874,Pilot,Emissions Cap,40351.94,8,67.8,14.2,False,2022-02-12
P0537,S0495,Partial,EV Incentive,7599.87,2,72.8,-2.2,True,2023-02-13
P0538,S0578,Partial,Emissions Cap,25965.43,5,150.0,7.2,True,2021-02-02
P0539,S0541,Full,EV Incentive,,3,51.9,15.8,True,2022-12-14
P0540,S0768,Pilot,Industrial Retrofit,78729.91,6,60.1,16.7,True,2021-12-07
P0541,S0896,Partial,EV Incentive,13808.71,6,56.6,12.5,True,2023-03-15
P0542,S0455,Pilot,Emissions Cap,13519.44,8,46.1,11.1,True,2021-06-19
P0543,S1168,Pilot,Congestion Pricing,6887.21,3,70.2,4.4,True,2023-06-02
P0544,S0299,None,Industrial Retrofit,11678.81,7,55.9,16.4,True,2023-02-14
P0545,S0427,Pilot,Congestion Pricing,24568.42,7,66.8,2.8,True,2024-03-11
P0546,S0716,None,Congestion Pricing,17423.59,7,63.7,0.3,True,2023-12-30
P0547,S0757,Pilot,Congestion Pricing,17201.83,7,51.4,11.2,True,2021-12-06
P0548,S0031,Partial,Congestion Pricing,27275.86,5,50.6,7.3,True,2021-02-02
P0549,S0332,Partial,Congestion Pricing,38153.91,7,61.0,14.3,True,2023-02-26
P0550,S0052,None,Emissions Cap,27105.8,5,49.2,12.9,True,2022-12-25
P0551,S0243,Pilot,EV Incentive,27337.62,9,76.9,20.2,True,2021-02-02
P0552,S0775,Partial,EV Incentive,34274.8,1,81.1,12.4,True,2021-05-28
P0553,S0686,Pilot,Congestion Pricing,8958.65,2,74.4,16.4,True,2022-12-03
P0554,S0573,Pilot,Emissions Cap,,5,69.2,4.9,False,2023-12-31
P0555,S0872,Partial,Congestion Pricing,25720.42,6,65.7,14.3,False,2023-12-24
P0556,S0700,None,Congestion Pricing,26788.82,3,52.4,8.3,True,2021-07-01
P0557,S0519,Pilot,Industrial Retrofit,18950.09,0,74.9,7.0,True,2022-04-07
P0558,S0595,None,Emissions Cap,23782.76,3,81.5,4.6,False,2021-02-21
P0559,S0283,None,Congestion Pricing,34255.0,5,60.9,19.3,False,2022-07-18
P0560,S1181,Full,EV Incentive,70645.43,7,64.6,10.0,False,2023-06-23
P0561,S0599,Pilot,Industrial Retrofit,9751.51,3,55.3,5.3,True,2023-08-06
P0562,S0148,FULL,Congestion Pricing,37913.8,9,61.0,14.1,False,2022-08-22
P0563,S0070,Partial,Congestion Pricing,55866.38,0,49.9,7.4,True,2021-04-26
P0564,S0234,None,Congestion Pricing,12552.36,4,61.5,5.2,True,2022-04-03
P0565,S0679,Pilot,Emissions Cap,24157.56,6,70.2,27.4,True,2024-01-24
P0566,S0636,Full,Congestion Pricing,,5,68.9,2.7,True,2021-10-03
P0567,S0467,Full,EV Incentive,89802.48,2,68.0,21.2,True,2022-01-19
P0568,S0557,Pilot,Industrial Retrofit,99111.09,6,35.7,5.1,True,2023-06-16
P0569,S0894,Pilot,Emissions Cap,12551.28,3,65.6,13.8,False,2023-05-31
P0570,S0836,Partial,Industrial Retrofit,22441.35,4,72.4,9.4,True,2023-12-31
P0571,S0618,Pilot,EV Incentive,30324.0,6,64.9,14.4,False,2022-04-11
P0572,S0134,None,Congestion Pricing,37566.68,1,78.6,1.7,True,2022-09-10
P0573,S0008,Pilot,Emissions Cap,30347.78,3,150.0,1.0,True,2022-07-15
P0574,S0028,Pilot,Congestion Pricing,15231.66,3,69.8,14.6,True,2024-01-19
P0575,S0783,None,Emissions Cap,14833.06,5,53.0,-0.7,True,2023-07-13
P0576,S0541,Pilot,Congestion Pricing,10670.62,6,72.0,3.0,False,2023-09-25
P0577,S0627,Partial,EV Incentive,8003.57,3,74.4,9.5,True,2021-06-09
P0578,S1058,Partial,EV Incentive,10525.63,9,56.4,2.2,True,2023-08-09
P0579,S0007,None,Congestion Pricing,54009.39,0,47.8,3.0,False,2022-06-04
P0580,S0040,Pilot,EV Incentive,41198.91,0,59.6,7.5,True,2021-01-29
P0581,S0909,Partial,Congestion Pricing,37495.15,4,53.0,-3.1,True,2021-03-14
P0582,S0062,None,Emissions Cap,23537.99,0,72.2,1.6,True,2023-03-25
P0583,S1110,None,EV Incentive,26241.46,2,59.1,18.0,True,2022-03-23
P0584,S1140,Pilot,Emissions Cap,22897.47,8,73.6,15.7,True,2023-11-08
P0585,S0379,None,Congestion Pricing,10382.1,2,46.2,23.6,True,2023-06-01
P0586,S0322,Full,Emissions Cap,39680.38,2,55.1,13.6,True,2021-01-27
P0587,S0733,FULL,Industrial Retrofit,44873.71,8,55.8,17.8,True,2023-04-05
P0588,S0839,Pilot,Congestion Pricing,13491.32,4,68.3,7.5,False,2021-08-19
P0589,S0419,Partial,EV Incentive,13483.9,7,40.1,8.9,False,2022-05-23
P0590,S0020,Pilot,EV Incentive,33225.08,9,61.7,12.5,True,2023-01-20
P0591,S0412,None,Industrial Retrofit,,8,60.6,-1.4,True,2023-11-14
P0592,S0549,Pilot,Congestion Pricing,41756.3,5,69.3,13.3,True,2022-07-02
P0593,S0605,Partial,Congestion Pricing,62827.23,6,65.6,6.3,True,2023-08-29
P0594,S0357,None,Congestion Pricing,14260.57,6,53.5,7.3,True,2023-07-29
P0595,S0201,Pilot,Congestion Pricing,25611.67,6,37.9,16.0,False,2022-05-13
P0596,S1072,Pilot,Emissions Cap,14760.18,3,55.8,0.7,False,2022-08-25
P0597,S0765,Pilot,Congestion Pricing,,1,49.8,10.3,True,2023-04-21
P0598,S0231,Partial,Emissions Cap,,1,50.5,12.7,True,2021-02-07
P0599,S1119,Full,Emissions Cap,63845.0,6,56.2,6.8,True,2023-12-05
P0600,S0303,Partial,EV Incentive,52202.78,9,74.8,10.2,False,2023-07-13
P0601,S0387,Partial,Congestion Pricing,25722.1,6,49.8,10.5,False,2021-10-27
P0602,S0715,Full,Emissions Cap,7378.6,9,150.0,15.4,True,2024-03-23
P0603,S0925,None,Congestion Pricing,34052.78,6,58.0,8.9,True,2021-08-04
P0604,S1115,None,Industrial Retrofit,33583.94,7,61.7,2.5,True,2024-01-02
P0605,S0058,Pilot,Emissions Cap,15364.94,2,60.9,6.5,True,2022-01-25
P0606,S0434,Pilot,EV Incentive,44285.73,4,57.1,7.9,True,2023-07-05
P0607,S0522,Pilot,Congestion Pricing,,5,62.1,5.2,True,2022-07-02
P0608,S0768,Pilot,EV Incentive,44207.22,7,67.6,11.1,True,2023-06-03
P0609,S0829,None,Emissions Cap,31089.93,7,54.5,10.8,True,2021-07-06
P0610,S0483,Partial,Emissions Cap,11204.95,9,77.0,10.5,True,2021-11-20
P0611,S0367,Full,EV Incentive,21657.65,2,62.8,4.6,True,2021-04-30
P0612,S0889,Pilot,Congestion Pricing,29342.46,3,76.8,10.8,True,2023-11-05
P0613,S0883,None,Emissions Cap,32212.01,5,68.2,17.7,True,2021-12-22
P0614,S0411,Partial,Industrial Retrofit,50006.4,3,49.9,11.8,False,2023-04-14
P0615,S0183,Pilot,EV Incentive,53888.07,9,41.5,16.4,True,2023-09-12
P0616,S1147,Pilot,Emissions Cap,23314.37,3,77.8,10.7,True,2023-12-18
P0617,S0158,Pilot,Congestion Pricing,37631.36,4,54.1,6.2,True,2021-05-08
P0618,S0013,Partial,Emissions Cap,70598.32,9,63.8,15.2,True,2023-12-08
P0619,S0566,Full,Congestion Pricing,14600.36,6,57.8,1.6,True,2021-08-25
P0620,S0872,Partial,Congestion Pricing,18680.28,1,81.1,6.7,True,2023-06-04
P0621,S0555,Pilot,Emissions Cap,,1,64.1,9.2,False,2023-05-25
P0622,S0678,Pilot,Industrial Retrofit,18419.05,9,48.4,13.9,True,2021-01-11
P0623,S0863,None,Congestion Pricing,30438.66,8,61.8,17.6,False,2021-09-22
P0624,S0618,Full,EV Incentive,7557.62,3,78.5,15.1,True,2022-08-14
P0625,S0204,Partial,Congestion Pricing,34969.34,4,54.6,14.5,True,2022-05-20
P0626,S0957,None,Congestion Pricing,20263.84,2,46.3,15.2,True,2024-01-08
P0627,S0302,Partial,Industrial Retrofit,25910.3,1,73.8,16.0,False,2022-03-08
P0628,S1067,Pilot,Congestion Pricing,13342.06,9,53.3,3.2,False,2024-01-30
P0629,S0795,Full,Emissions Cap,25302.12,7,44.6,23.2,False,2022-07-06
P0630,S0597,Full,Industrial Retrofit,73682.44,3,53.7,16.7,True,2024-03-03
P0631,S0729,None,Congestion Pricing,21165.28,0,67.7,8.9,True,2023-06-04
P0632,S0506,Partial,Emissions Cap,7131.22,5,69.6,12.2,True,2023-09-23
