"county_id","region_type","policy_type","inspection_count","grants_million","compliance_score","public_support_pct","emissions_baseline_index","policy_adopted"
"C0373","Urban","EV_Charging",2,5.14,86.5,58.8,79.2,1
"C0374","Urban","Building_Retrofit",6,6.85,75.7,32.8,53.7,1
"C0375","Suburban","Transit_Upgrade",6,2.67,87.8,56.8,32.9,1
"C0376","Urban","Building_Retrofit",5,1.17,58.7,34.3,63,0
"C0377","Suburban","EV_Charging",2,0.72,73,65.2,53.5,1
"C0378","Suburban","EV_Charging",2,1.81,59.8,35.7,68.4,0
"C0379","Rural","EV_Charging",4,5.86,41.9,28.6,44.1,1
"C0380","Rural","EV_Charging",6,7.75,71.3,16.9,38.2,1
"C0381","Urban","EV_Charging",10,6.3,93.6,47,63.2,1
"C0382","Suburban","EV_Charging",6,0.92,69,67.8,89.7,0
"C0383","Urban","Transit_Upgrade",6,3.55,74.9,57.1,96.1,1
"C0384","Rural","EV_Charging",0,0.87,64.3,35.2,21.8,1
"C0385","Urban","Transit_Upgrade",2,0.32,89.2,57.8,47,1
"C0386","Suburban","Transit_Upgrade",4,3.27,72.9,57.4,64.2,1
"C0387","Rural","EV_Charging",3,2.51,76.8,34.3,80.4,1
"C0388","Urban","EV_Charging",5,1.8,88.3,29.2,54,1
"C0389","Suburban","EV_Charging",6,2.64,70.3,40.5,66.8,1
"C0390","Rural","Transit_Upgrade",4,7.95,56.7,48.5,67.9,1
"C0391","Suburban","Building_Retrofit",3,4.14,78.1,59.9,58.3,1
"C0392","Suburban","Transit_Upgrade",2,5.87,50.9,87.8,69.6,1
"C0393","Suburban","EV_Charging",4,7.99,64.5,57,22.2,1
"C0394","Rural","Transit_Upgrade",4,0.46,78.7,56.3,23.3,1
"C0395","Rural","EV_Charging",4,1.31,93.1,53.5,69,1
"C0396","Urban","Transit_Upgrade",4,7.95,67.9,16.6,63.1,1
"C0397","Suburban","EV_Charging",2,1.71,60.6,48.9,51.2,1
"C0398","Suburban","EV_Charging",2,1.12,59.8,83.8,62.2,1
"C0399","Suburban","EV_Charging",3,4.51,84.5,64.2,51.3,1
"C0400","Urban","Building_Retrofit",3,3.51,85.5,49.1,56.7,1
"C0401","Suburban","EV_Charging",1,3.9,78.4,85,63.7,1
"C0402","Suburban","Building_Retrofit",2,4.12,69.9,52.9,79.9,1
"C0403","Rural","Building_Retrofit",4,0.62,75.3,90.9,30.4,1
"C0404","Urban","EV_Charging",3,5.98,49.6,56.7,65.4,1
"C0405","Urban","Building_Retrofit",1,6.29,63.6,52.1,55.2,1
"C0406","Suburban","Building_Retrofit",4,6.43,69,55,33.9,1
"C0407","Suburban","Building_Retrofit",5,4.64,97.4,65.7,38.4,1
"C0408","Urban","Transit_Upgrade",3,7.12,72.6,98,54.1,1
"C0409","Suburban","Building_Retrofit",4,7.51,96.7,74.4,35.7,1
"C0410","Rural","Transit_Upgrade",2,4.27,54.9,49.6,53.5,1
"C0411","Urban","Building_Retrofit",3,5.65,68.8,81.7,40.9,1
"C0412","Suburban","EV_Charging",4,1.48,100,34.5,79.3,1
"C0413","Urban","Building_Retrofit",3,4.94,80.6,54.8,75.2,1
"C0414","Urban","Building_Retrofit",2,0.78,67.8,84.5,91,1
"C0415","Suburban","EV_Charging",3,5.79,63.2,62.5,65.7,0
"C0416","Suburban","Building_Retrofit",5,7.79,58.4,60.3,58.8,1
"C0417","Suburban","Building_Retrofit",6,5.39,51.3,61.8,59,1
"C0418","Suburban","Building_Retrofit",2,2.61,41.9,63.6,99.2,0
"C0419","Urban","EV_Charging",4,4.55,52,32.2,88.2,1
"C0420","Urban","Building_Retrofit",7,1.18,66.7,47.6,69.3,1
"C0421","Urban","Building_Retrofit",2,4.42,84.5,68.1,49.7,1
"C0422","Suburban","Transit_Upgrade",2,2.43,46.9,30.8,47.5,0
"C0423","Suburban","Transit_Upgrade",4,5.65,79.7,80.3,76.8,1
"C0424","Suburban","EV_Charging",2,2.44,70.8,69.6,92.3,1
"C0425","Urban","EV_Charging",4,3.78,58.5,68.1,67.5,1
"C0426","Suburban","EV_Charging",4,3.27,53.2,96.5,66.3,1
"C0427","Urban","Building_Retrofit",3,1.04,75.1,53.7,55.2,1
"C0428","Rural","Transit_Upgrade",3,3.68,69,83.6,43.4,1
"C0429","Urban","EV_Charging",4,0.27,45.6,36.2,66.7,0
"C0430","Rural","EV_Charging",2,2.96,69.8,48.7,50.2,1
"C0431","Rural","Building_Retrofit",4,7.69,60.8,38.8,42.6,1
"C0432","Rural","Building_Retrofit",6,6.48,76.9,31.9,94,0
"C0433","Rural","EV_Charging",2,1.19,97,45.8,24.4,1
"C0434","Suburban","Building_Retrofit",3,2.74,48.9,51.1,66.4,1
"C0435","Suburban","Transit_Upgrade",4,7.81,55.9,41.4,54.6,1
"C0436","Suburban","Transit_Upgrade",4,3.73,42.9,44.7,73.8,0
"C0437","Urban","Transit_Upgrade",3,1.73,72.7,61.4,66.9,1
"C0438","Urban","EV_Charging",2,2.43,67,74.7,69.1,1
"C0439","Suburban","Building_Retrofit",3,6.92,74.7,46.6,78.9,1
"C0440","Suburban","Transit_Upgrade",7,5.99,46.6,64.9,92.5,1
"C0441","Rural","Transit_Upgrade",4,2.88,90.9,65.4,59.8,1
"C0442","Suburban","EV_Charging",8,6.19,67.8,66,84.9,1
"C0443","Suburban","Transit_Upgrade",3,2.12,62.7,72.3,64.2,1
"C0444","Suburban","Building_Retrofit",4,1.22,68.3,72.4,43.2,1
"C0445","Suburban","Building_Retrofit",7,6.12,83.2,59.3,63.9,1
"C0446","Rural","Transit_Upgrade",3,2.08,52.9,55.9,82.7,0
"C0447","Urban","EV_Charging",4,0.32,63.6,49.2,66.6,0
"C0448","Urban","EV_Charging",5,0.24,83.7,50.8,59.3,1
"C0449","Rural","Building_Retrofit",4,3.47,83.1,72.8,58.8,1
"C0450","Rural","Building_Retrofit",2,5.99,51.3,49.7,59.6,0
"C0451","Rural","EV_Charging",3,0.78,59.4,42,84.6,0
"C0452","Suburban","Building_Retrofit",7,4.92,67.1,44.6,71.8,1
"C0453","Urban","EV_Charging",2,1.13,83.8,57.9,55.8,1
"C0454","Suburban","Building_Retrofit",4,5.84,54.9,42.2,52.5,1
"C0455","Suburban","Transit_Upgrade",7,5.36,56.5,45,63.3,1
"C0456","Urban","Building_Retrofit",4,4.03,43,34.5,51.7,0
"C0457","Rural","EV_Charging",4,0.31,62.1,52.2,64.4,0
"C0458","Suburban","Building_Retrofit",4,5.89,86.7,55.8,36.8,1
"C0459","Urban","EV_Charging",5,7.28,55,54.8,54.4,1
"C0460","Rural","Building_Retrofit",4,1.46,71.6,75.9,70.9,1
"C0461","Rural","Building_Retrofit",4,3.69,34.7,65.3,41.2,0
"C0462","Urban","Building_Retrofit",2,7.89,56.7,61,55.2,1
"C0463","Suburban","EV_Charging",3,0.52,64.7,36.4,70.5,0
"C0464","Suburban","Transit_Upgrade",2,2.5,53.9,44.9,37.9,1
"C0465","Suburban","Building_Retrofit",4,6.01,78.4,46.5,61.8,1
"C0466","Rural","EV_Charging",5,5.32,77.2,53.1,87.5,1
"C0467","Suburban","Building_Retrofit",6,5.99,60.7,75.5,59.2,1
"C0468","Rural","EV_Charging",3,1.21,80.1,93.9,65.5,1
"C0469","Suburban","EV_Charging",4,2.17,61.1,44.9,91.5,1
"C0470","Rural","EV_Charging",4,5.93,100,47.2,49.9,1
"C0471","Urban","Transit_Upgrade",2,3.85,52.3,29.6,56.4,0
"C0472","Urban","Building_Retrofit",3,2.35,54.3,77.2,77.7,1
"C0473","Suburban","Building_Retrofit",7,2.15,100,59.4,78.8,1
"C0474","Suburban","EV_Charging",6,6.61,56.2,43.8,77,0
"C0475","Suburban","Building_Retrofit",10,5.71,74.2,58.3,60,1
"C0476","Urban","Building_Retrofit",3,1.63,62.5,23.9,56.6,1
"C0477","Suburban","Transit_Upgrade",3,2.07,78.2,27.4,59.7,0
"C0478","Suburban","EV_Charging",2,7.62,72.6,66.6,70.1,1
"C0479","Urban","EV_Charging",3,5.2,64.6,63.4,28.5,1
"C0480","Urban","Transit_Upgrade",6,7.56,47.2,63.6,70.8,1
"C0481","Suburban","EV_Charging",5,0.51,54.4,33.9,68.8,0
"C0482","Rural","Building_Retrofit",6,6.75,100,51.2,56.5,1
"C0483","Urban","EV_Charging",4,0.51,68.8,70.3,80,1
"C0484","Suburban","Transit_Upgrade",5,1.01,70.1,70.5,72.9,1
"C0485","Suburban","Building_Retrofit",7,1.69,75.7,62.2,82.3,1
"C0486","Urban","EV_Charging",3,4.14,71.5,69,53.1,1
"C0487","Urban","Building_Retrofit",4,2.27,73,49.7,94.1,1
"C0488","Rural","EV_Charging",5,7.87,59.7,19.4,64.5,1
"C0489","Urban","EV_Charging",3,1.92,59.6,38.4,71.6,1
"C0490","Urban","Building_Retrofit",5,7.12,77.8,55,68.9,1
"C0491","Rural","Transit_Upgrade",3,1.17,50.9,76.8,100,0
"C0492","Rural","Transit_Upgrade",4,5.84,77.3,38.2,63.7,0
"C0493","Urban","EV_Charging",6,7.67,55.1,59,36.6,1
"C0494","Urban","Transit_Upgrade",6,6.92,61.6,51.6,47.1,1
"C0495","Urban","EV_Charging",4,3.24,66.8,25.5,36.4,1
"C0496","Urban","Transit_Upgrade",10,1.89,78.1,31.1,53,1
"C0497","Suburban","EV_Charging",3,0.55,100,55.6,71.7,1
"C0498","Suburban","Transit_Upgrade",2,7.69,54.6,55.3,67.5,1
"C0499","Rural","EV_Charging",7,7.2,66.6,70.3,64.8,1
"C0500","Urban","Transit_Upgrade",3,3.07,58.8,52.3,54.5,1
"C0501","Urban","EV_Charging",5,1.19,58.7,71.3,69.4,1
"C0502","Suburban","EV_Charging",5,5.19,77.1,72.2,74.2,0
"C0503","Suburban","Building_Retrofit",2,1.5,45.5,89.4,45.4,1
"C0504","Suburban","Transit_Upgrade",5,6.44,89.8,63.7,75,1
"C0505","Suburban","Building_Retrofit",4,4.31,50,68.4,33,1
"C0506","Urban","EV_Charging",8,5.96,46.8,80.5,68.9,1
"C0507","Rural","Building_Retrofit",7,7.63,100,81.7,20.1,1
"C0508","Rural","EV_Charging",2,2.49,69.3,46.8,50.8,1
"C0509","Urban","EV_Charging",3,4.09,99.6,98,49.3,1
"C0510","Suburban","EV_Charging",5,5.07,79.8,45.6,56.5,1
"C0511","Suburban","Building_Retrofit",10,0.9,73.3,84.1,56.1,1
"C0512","Rural","Building_Retrofit",3,2.12,65.1,43.3,57,1
"C0513","Urban","Building_Retrofit",3,0.77,84.1,29.7,83.1,1
"C0514","Suburban","EV_Charging",8,3.79,80.5,65.6,77,1
"C0515","Suburban","Building_Retrofit",2,7.61,79.2,62.7,67,1
"C0516","Suburban","Building_Retrofit",2,2.93,78.2,89.8,55.9,1
"C0517","Urban","Transit_Upgrade",1,2.79,60.4,46.6,58.3,0
"C0518","Urban","EV_Charging",6,5.14,85.6,54.6,68.8,1
"C0519","Urban","Transit_Upgrade",3,5.77,62.3,24.6,49.8,1
"C0520","Suburban","Building_Retrofit",2,2.5,55.2,72.5,69.9,1
"C0521","Suburban","Building_Retrofit",4,3.23,58.2,42.7,85.6,1
"C0522","Urban","Building_Retrofit",6,0.45,84.2,53.8,43,1
"C0523","Suburban","Transit_Upgrade",3,4.62,67.1,47,86,0
"C0524","Rural","Building_Retrofit",8,7.6,80.5,98,92.7,1
"C0525","Suburban","Building_Retrofit",4,5.98,78.6,66,79.5,1
"C0526","Urban","Building_Retrofit",2,7.23,49.9,70,50.6,1
"C0527","Suburban","Building_Retrofit",1,1.25,83.7,70.8,54,1
"C0528","Urban","Transit_Upgrade",3,5.98,46.4,40.5,90.4,0
"C0529","Urban","EV_Charging",4,1.59,57.1,48.2,58.5,1
"C0530","Rural","Transit_Upgrade",6,3.87,82.2,30.9,87.8,1
"C0531","Urban","Building_Retrofit",3,5.52,64.1,44.6,40.7,1
"C0532","Urban","Transit_Upgrade",1,5.08,82.2,36,86,1
"C0533","Suburban","EV_Charging",1,5.87,100,54.5,46.9,1
"C0534","Suburban","Building_Retrofit",8,2.76,79.8,42.6,38.7,1
"C0535","Suburban","EV_Charging",4,0.91,71.8,28.7,67.9,0
"C0536","Suburban","Building_Retrofit",7,1.65,84,53.4,78.2,1
"C0537","Rural","Building_Retrofit",3,2.53,69.4,46.1,50.7,1
"C0538","Rural","Transit_Upgrade",3,5.82,56.6,56.9,40.7,1
"C0539","Suburban","Building_Retrofit",1,7.72,62.1,36.5,61.2,1
"C0540","Suburban","Building_Retrofit",4,6.78,61.9,73.3,43.9,1
"C0541","Suburban","Transit_Upgrade",3,0.8,77.9,26.2,71.9,1
"C0542","Suburban","Transit_Upgrade",2,1.34,60.2,69.5,39.4,1
"C0543","Urban","EV_Charging",4,4.83,73.7,47.9,55.8,1
"C0544","Rural","Transit_Upgrade",1,1.24,41.9,57.4,60.8,0
"C0545","Suburban","EV_Charging",5,7.8,74.2,98,79,1
"C0546","Rural","Building_Retrofit",7,5.04,62.7,48.3,60.2,1
"C0547","Rural","Building_Retrofit",5,2.5,89,67.7,50.9,1
"C0548","Urban","Transit_Upgrade",3,0.69,52.4,64.3,32.4,0
"C0549","Suburban","Building_Retrofit",4,6.28,78.3,38.1,27.3,1
"C0550","Urban","Building_Retrofit",6,4.84,55,58.8,38.2,1
"C0551","Urban","Building_Retrofit",5,7.99,60.7,59.5,58.6,1
"C0552","Suburban","Building_Retrofit",5,5.91,57,46.6,58.1,1
"C0553","Urban","Building_Retrofit",9,3.33,93.1,30.3,70.2,1
"C0554","Urban","Building_Retrofit",5,4.72,66,64.8,65.2,1
"C0555","Rural","EV_Charging",1,1.41,58.5,53.7,54.1,0
"C0556","Rural","Building_Retrofit",3,7.31,49.2,40.7,36.3,1
"C0557","Urban","Building_Retrofit",5,6.61,84.3,53,72.6,1
"C0558","Urban","EV_Charging",2,2.86,79.4,84.6,72.5,1
"C0559","Suburban","Building_Retrofit",9,1.55,82.8,48.9,43,1
"C0560","Suburban","Building_Retrofit",4,7.7,47.5,82,64.1,1
"C0561","Urban","EV_Charging",0,6.25,65.3,60.2,60.4,1
"C0562","Suburban","EV_Charging",3,2.07,89.1,34.8,70,1
"C0563","Urban","EV_Charging",4,7.02,60.4,94.4,44.1,1
"C0564","Rural","Transit_Upgrade",4,7.74,55.4,22.5,53.4,0
"C0565","Rural","EV_Charging",4,5.88,48.5,25.3,69.8,0
"C0566","Urban","Building_Retrofit",5,5.26,69.1,51.2,71.4,1
"C0567","Urban","Transit_Upgrade",2,5.4,88.6,37.7,62.1,1
"C0568","Urban","Transit_Upgrade",3,3.26,73.9,57.8,69,0
"C0569","Urban","Building_Retrofit",4,0.46,77.7,55.3,43.1,1
"C0570","Rural","Building_Retrofit",0,5.11,100,32.4,64.2,1
"C0571","Suburban","Transit_Upgrade",3,1.73,74.4,59.3,87,1
"C0572","Rural","Transit_Upgrade",5,6.73,86.8,77.6,95.9,1
"C0573","Urban","EV_Charging",2,7.25,65.1,59.9,60.2,1
"C0574","Suburban","EV_Charging",3,1.91,68.6,43.1,48.8,1
"C0575","Urban","Transit_Upgrade",2,4.39,65.2,68.6,89.5,0
"C0576","Rural","EV_Charging",4,5.96,87.2,71.1,66.1,1
"C0577","Suburban","Building_Retrofit",2,1.42,78.4,98,65.2,1
"C0578","Urban","EV_Charging",8,7.03,71.7,32.3,60.3,1
"C0579","Rural","EV_Charging",2,4.33,100,56.9,58.1,1
"C0580","Suburban","EV_Charging",2,0.86,41,75.1,86.6,0
"C0581","Urban","EV_Charging",6,0.22,52.9,56.5,71.8,0
"C0582","Suburban","EV_Charging",5,2.38,45.4,51.5,43.4,0
"C0583","Urban","Building_Retrofit",5,4.01,60.1,83.8,27.4,1
"C0584","Urban","Transit_Upgrade",5,0.5,66.8,52,65.2,1
"C0585","Rural","Transit_Upgrade",3,2.55,81.3,37.2,81.1,1
"C0586","Urban","EV_Charging",2,6.58,78,30.7,58.7,1
"C0587","Rural","EV_Charging",5,3.92,42.6,53,64.2,1
"C0588","Urban","EV_Charging",3,2.59,60.5,75.7,64.3,1
"C0589","Suburban","Transit_Upgrade",6,7.95,66.8,85.6,65.2,1
"C0590","Suburban","Transit_Upgrade",3,5.92,77.7,46.3,65.2,0
"C0591","Rural","Transit_Upgrade",3,4.7,75.7,54.8,51.4,1
"C0592","Rural","Building_Retrofit",6,2.31,45.1,61.7,67.1,0
"C0593","Rural","Building_Retrofit",5,7.7,76.3,43.9,81.9,0
"C0594","Urban","Transit_Upgrade",1,1.35,54.4,38.3,67.8,0
"C0595","Rural","EV_Charging",5,0.8,50.9,74.5,52.8,1
"C0596","Urban","Transit_Upgrade",2,0.76,61.3,84.7,69.7,1
"C0597","Urban","EV_Charging",3,2.48,77.5,27.6,86,0
"C0598","Rural","Transit_Upgrade",9,4.57,55.3,51.9,77.5,1
"C0599","Suburban","Building_Retrofit",6,3.39,59.8,82.4,58.9,1
"C0600","Suburban","EV_Charging",2,6.17,46.3,56.2,71.4,1
"C0601","Urban","EV_Charging",3,2.54,71,52.2,83.2,0
"C0602","Suburban","Building_Retrofit",4,5.99,81.5,14.1,79.5,1
"C0603","Urban","EV_Charging",3,6.43,100,52.5,39.8,1
"C0604","Urban","Building_Retrofit",3,5.92,95.4,35.1,100,1
"C0605","Suburban","Building_Retrofit",4,7.36,47.7,43.9,57,0
"C0606","Urban","EV_Charging",2,7.88,62.7,19.7,79.5,1
"C0607","Suburban","EV_Charging",6,4.13,40,54.6,69.7,1
"C0608","Rural","EV_Charging",6,3.67,67.7,56.4,56.2,1
"C0609","Rural","EV_Charging",1,6.24,44,63.4,71.7,1
"C0610","Urban","Transit_Upgrade",4,4.91,45,50,53.6,0
"C0611","Rural","Transit_Upgrade",4,2.31,60.5,64.1,36.6,1
"C0612","Rural","EV_Charging",3,6.28,65.9,36.8,44.2,1
"C0613","Suburban","Transit_Upgrade",5,7.07,63.6,49.9,63.5,1
"C0614","Suburban","EV_Charging",3,5.96,83.9,53.7,59.8,1
"C0615","Urban","EV_Charging",5,5.16,59.7,56.8,24.8,1
"C0616","Rural","Transit_Upgrade",3,4.74,72.9,54.8,55.2,1
"C0617","Suburban","Building_Retrofit",9,0.93,48.8,29.1,38.3,0
"C0618","Rural","EV_Charging",3,4.55,70.5,51.3,70,1
"C0619","Rural","Building_Retrofit",4,4.37,53.4,98,59.1,1
"C0620","Suburban","Transit_Upgrade",5,0.21,54,62,63,0
"C0621","Urban","Building_Retrofit",1,3.89,53.6,98,51.1,1
"C0622","Rural","Building_Retrofit",3,6.17,85.3,32.9,28.6,1
"C0623","Suburban","EV_Charging",2,2.91,90.5,59.4,29.7,0
"C0624","Rural","Transit_Upgrade",2,1.75,68.8,32.4,46.2,0
"C0625","Suburban","Transit_Upgrade",6,5.43,62.3,41.5,72.7,1
"C0626","Rural","Building_Retrofit",5,0.87,55.8,50,77,0
"C0627","Rural","Building_Retrofit",2,4.17,62.8,67.6,64.6,1
"C0628","Suburban","EV_Charging",5,7.55,63,30.9,45.5,1
"C0629","Urban","EV_Charging",10,0.4,64.4,60.7,68.1,1
"C0630","Urban","Transit_Upgrade",3,7.57,80.6,62.3,50.5,1
"C0631","Urban","EV_Charging",1,2.07,42.7,73.2,65.4,1
"C0632","Rural","Transit_Upgrade",2,7.53,64.2,89.5,62.8,1
"C0633","Urban","Building_Retrofit",4,6.68,66.1,17.3,74,1
"C0634","Suburban","Building_Retrofit",7,2.52,89.2,29.8,88.9,1
"C0635","Rural","Transit_Upgrade",6,5.25,56.8,39.3,76.4,1
"C0636","Suburban","Transit_Upgrade",5,6.58,56.4,53.9,40,1
"C0637","Suburban","Building_Retrofit",2,2.03,90.5,11.1,47.1,1
"C0638","Suburban","EV_Charging",5,3.55,54.3,53.9,78.4,1
"C0639","Rural","Transit_Upgrade",5,2.73,44.9,53.1,69.8,0
"C0640","Rural","EV_Charging",6,3.84,79,52.2,77.1,1
"C0641","Urban","Building_Retrofit",5,2.78,67.2,38.3,76.2,0
"C0642","Rural","EV_Charging",4,4.04,71,62.3,53.7,1
"C0643","Rural","Building_Retrofit",5,2.63,68.8,40,59.8,0
"C0644","Urban","EV_Charging",4,4.19,59.7,57.1,73.7,1
"C0645","Urban","Building_Retrofit",7,0.91,53.2,68.8,56.2,1
"C0646","Suburban","Building_Retrofit",3,1.55,79.7,36.6,57.6,1
"C0647","Rural","EV_Charging",4,4.81,68.4,79.8,71.6,1
"C0648","Suburban","EV_Charging",3,7.32,76.7,42.5,55,1
"C0649","Suburban","Building_Retrofit",4,7.28,93.3,17.3,55.3,1
"C0650","Suburban","Building_Retrofit",4,5.84,93.6,31.9,27.6,1
"C0651","Suburban","Transit_Upgrade",4,1.93,57.8,82.2,63.7,1
"C0652","Urban","Transit_Upgrade",7,6.82,86.4,80.5,65.8,1
"C0653","Urban","Transit_Upgrade",4,6.98,71.2,60.2,98.2,1
"C0654","Suburban","EV_Charging",2,1.8,47.5,52,41.9,0
"C0655","Urban","Building_Retrofit",6,6.66,71.4,50.9,81.3,1
"C0656","Urban","Building_Retrofit",1,6.29,60.4,82.6,58.5,1
"C0657","Urban","Transit_Upgrade",3,1.25,66,56.1,61.3,1
"C0658","Urban","EV_Charging",3,2.95,53.3,71.4,78,1
"C0659","Suburban","EV_Charging",3,4.82,39.3,41,75.7,0
"C0660","Suburban","EV_Charging",9,0.7,59.7,47.2,62.7,0
"C0661","Suburban","Building_Retrofit",10,7.64,71.9,59.1,58.6,1
"C0662","Suburban","Building_Retrofit",5,0.72,55.5,67.2,75.1,0
"C0663","Urban","EV_Charging",6,5.74,70.1,50.2,56,1
"C0664","Suburban","Transit_Upgrade",5,6.01,72.5,56.2,67.3,1
"C0665","Suburban","EV_Charging",6,0.54,85.1,75.9,49.5,1
"C0666","Rural","EV_Charging",4,0.61,77.1,37.8,67.9,1
"C0667","Suburban","Building_Retrofit",4,2.67,65.4,69,65.6,1
"C0668","Urban","Transit_Upgrade",5,5.5,100,31,76.1,1
"C0669","Urban","Building_Retrofit",4,6.26,53.9,72.8,56.5,1
"C0670","Rural","EV_Charging",10,3.42,55,71.1,77.5,1
"C0671","Rural","Building_Retrofit",3,4.1,47.3,80.1,49.6,1
"C0672","Urban","Transit_Upgrade",2,5.95,73.6,60.7,65.9,1
"C0673","Urban","Building_Retrofit",3,3.25,80.4,82.7,73.3,1
"C0674","Suburban","Transit_Upgrade",1,6.46,66.8,55.5,87.9,1
"C0675","Urban","Building_Retrofit",4,2.71,41.3,48.5,45.7,0
"C0676","Urban","Building_Retrofit",3,6.84,59.6,37.9,64.8,1
"C0677","Urban","Building_Retrofit",3,3.01,65.5,48.6,87.5,0
"C0678","Suburban","EV_Charging",2,3.29,75.1,45.5,56.1,0
"C0679","Urban","Transit_Upgrade",2,2.87,71.5,57.1,68.5,1
"C0680","Urban","EV_Charging",3,5.4,58.8,28.7,93.1,1
"C0681","Suburban","Transit_Upgrade",5,0.65,56,40.7,41.6,0
"C0682","Suburban","EV_Charging",4,1.23,78.3,32.5,63.2,1
"C0683","Suburban","Building_Retrofit",8,1.32,63.4,57.1,33.8,0
"C0684","Rural","EV_Charging",4,7.62,44.9,28.7,73.6,1
"C0685","Rural","EV_Charging",3,3.28,80.8,44.3,69.3,1
"C0686","Urban","EV_Charging",5,7.89,65.4,61.5,73.1,1
"C0687","Urban","EV_Charging",5,5.71,85,49.1,81.9,1
"C0688","Suburban","Building_Retrofit",5,0.86,57.7,77.2,75.6,1
"C0689","Urban","Building_Retrofit",4,4.25,46.5,62.2,63.2,1
"C0690","Suburban","Building_Retrofit",8,2.89,88.4,60.7,49.8,1
"C0691","Rural","EV_Charging",4,6.71,82.9,31.6,65.1,1
"C0692","Suburban","Transit_Upgrade",6,7.09,65.1,61.3,36.3,1
"C0693","Suburban","Building_Retrofit",3,6.87,86.6,60.3,88.9,1
"C0694","Urban","Building_Retrofit",4,4.74,71.9,26.6,65.9,1
"C0695","Urban","Building_Retrofit",6,5.82,65,40.5,67.5,1
"C0696","Urban","EV_Charging",6,2.39,50.9,46.2,76.9,1
"C0697","Suburban","Building_Retrofit",2,6.49,42.5,44.1,58.8,0
"C0698","Suburban","Transit_Upgrade",1,2.84,74.4,52.3,86.2,1
"C0699","Rural","Transit_Upgrade",6,0.43,65.8,60.5,57.8,1
"C0700","Urban","EV_Charging",7,3.62,89.2,58.2,58.8,1
"C0701","Rural","Building_Retrofit",4,0.33,72.4,31.8,72.6,0
"C0702","Urban","Building_Retrofit",2,1.86,88.5,44.7,80.8,1
"C0703","Urban","Transit_Upgrade",4,1.29,59.5,76.9,97.5,1
"C0704","Urban","Transit_Upgrade",3,4.29,81.1,59.6,52.4,1
"C0705","Urban","EV_Charging",3,1.71,56.5,58.3,71.2,1
"C0706","Rural","Building_Retrofit",1,0.3,65.1,5,53.3,0
"C0707","Rural","EV_Charging",0,6.45,74,58.3,34.4,1
"C0708","Rural","Building_Retrofit",4,7.04,59.2,31.6,55.2,1
"C0709","Suburban","EV_Charging",4,5.55,64.6,19.2,91.3,0
"C0710","Suburban","EV_Charging",6,2.47,74.5,68,52.6,1
"C0711","Urban","EV_Charging",4,3.68,45.3,34.1,66.9,0
"C0712","Suburban","EV_Charging",4,3.28,39.2,31.7,58.5,0
"C0713","Suburban","Transit_Upgrade",5,1.65,85.3,47.4,70,1
"C0714","Urban","EV_Charging",5,7.52,86.6,76.9,70,1
"C0715","Rural","Building_Retrofit",0,2.1,51.4,61.5,47.5,0
"C0716","Rural","EV_Charging",1,2.69,73.1,65.6,84.8,1
"C0717","Rural","Building_Retrofit",2,6.94,55,61.9,72.5,1
"C0718","Suburban","EV_Charging",8,3.3,57.8,39.4,89.9,0
"C0719","Urban","EV_Charging",1,1.2,59,32.8,62.6,0
"C0720","Suburban","EV_Charging",1,7.96,58.1,46,77.3,1
"C0721","Urban","Transit_Upgrade",2,7.57,49,84.3,56.8,1
"C0722","Urban","Building_Retrofit",8,5.1,71.2,35.7,59.6,1
"C0723","Suburban","Transit_Upgrade",1,1.97,65.2,58.6,66.6,0
"C0724","Suburban","Building_Retrofit",5,6.15,69.2,74,39.7,1
"C0725","Suburban","EV_Charging",3,6.72,49.6,33.6,57.7,0
"C0726","Suburban","Building_Retrofit",1,1.63,62.6,43.8,67.8,1
"C0727","Suburban","Building_Retrofit",7,2.09,71.2,35.6,61.7,1
"C0728","Urban","Building_Retrofit",2,1.8,46,52.2,57.6,0
"C0729","Urban","Building_Retrofit",4,4.99,55.7,19.3,39.3,0
"C0730","Suburban","Building_Retrofit",2,1.05,62.1,31.5,44.3,0
"C0731","Suburban","Building_Retrofit",4,1.14,53.5,63.5,94.1,1
"C0732","Suburban","Building_Retrofit",3,3.76,53.6,56.4,88.9,0
"C0733","Suburban","Building_Retrofit",4,4.01,56,64,70.8,1
"C0734","Suburban","Building_Retrofit",5,2,85.9,46.5,77,1
"C0735","Rural","EV_Charging",7,3.92,67.5,52.8,72.4,1
"C0736","Urban","EV_Charging",2,7.57,68.3,32.7,61.3,1
"C0737","Suburban","EV_Charging",4,7.34,83.5,47.9,86.5,1
"C0738","Suburban","Transit_Upgrade",2,2.64,100,61.5,54,1
"C0739","Suburban","Transit_Upgrade",6,7.23,94.4,27.7,36.2,1
"C0740","Suburban","Transit_Upgrade",5,0.66,70.6,51.2,56.8,1
"C0741","Urban","Building_Retrofit",5,1.69,70.1,49.6,57.2,1
"C0742","Suburban","Building_Retrofit",4,6.35,57.4,35.8,61.6,1
"C0743","Suburban","Transit_Upgrade",4,8,76.7,69,58.8,1
"C0744","Suburban","Building_Retrofit",5,7.44,72,54.5,47.2,1
"C0745","Rural","Transit_Upgrade",3,1.33,51.3,35,71.2,0
"C0746","Rural","Building_Retrofit",4,2.78,70.5,70.5,78.5,1
