fuel_type,station_name,street_address,city,state,zip,phone_number,status_code,expected_date,station_group,ev_lvl_1,ev_lvl_2,ev_dc_fast_count,ev_other,ev_network_type,latitude,longitude,last_confirmed,id,updated_at,access_code,restricted,ev_workplace
ELEC,Dunham Wine Cellars - Tesla Destination,150 E Boeing,Walla Walla,WA,99362,877-798-3752,E,,Public,,1,,,Tesla Destination,46.089019,-118.278234,7/1/2024,116156,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Pepper Bridge Winery - Tesla Destination,1704 J.B. George Rd,Walla Walla,WA,99362,877-798-3752,E,,Public,,2,,,Tesla Destination,47.734002,-122.141347,7/1/2024,116157,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Inn at Abeja - Tesla Destination,2014 Mill Creek Rd,Walla Walla,WA,99362,877-798-3752,E,,Public,,1,,,Tesla Destination,46.088478,-118.227154,7/1/2024,116158,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Amavi Cellars - Tesla Destination,3796 Peppers Bridge Rd,Walla Walla,WA,99362,877-798-3752,E,,Public,,2,,,Tesla Destination,46.016223,-118.38607,7/1/2024,116159,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Marcus Whitman Hotel - Tesla Destination,6 W Rose St,Walla Walla,WA,99362,877-798-3752,E,,Public,,3,,,Tesla Destination,46.067913,-118.340899,7/1/2024,116160,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Corvus Cellars - Tesla Destination,760 C St,Walla Walla,WA,99362,877-798-3752,E,,Public,,2,,,Tesla Destination,46.092016,-118.271808,7/1/2024,116161,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Warm Springs Inn & Winery - Tesla Destination,1611 Love Ln,Wenatchee,WA,98801,877-798-3752,E,,Public,,1,,,Tesla Destination,47.476001,-120.376514,7/1/2024,116162,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Cranberry Road Winery - Tesla Destination,2858 S Forrest St,Westport,WA,98595,877-798-3752,E,,Public,,3,,,Tesla Destination,46.859479,-124.108594,7/1/2024,116163,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Willows Lodge - Tesla Destination,14850 NE 145th St,Woodinville,WA,98072,877-798-3752,E,,Public,,5,,,Tesla Destination,47.732864,-122.147196,7/1/2024,116165,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Holiday Inn Downtown Yakima - Tesla Destination,802 E Yakima Ave,Yakima,WA,98901,877-798-3752,E,,Public,,4,,,Tesla Destination,46.604039,-120.494574,7/1/2024,116167,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Cle Elum Business Park - Tesla Supercharger,811 WA-970,Cle Elum,WA,98922,877-798-3752,E,,Public,,,12,,Tesla,47.189262,-120.902714,7/1/2024,116820,2025-05-06 21:07:47 UTC,public,,FALSE
ELEC,Bellevue City Hall,450 110th Ave NE,Bellevue,WA,98004,,E,,Private,,6,,,Non-Networked,47.614293,-122.192294,7/3/2025,117286,2025-07-03 19:15:09 UTC,private,,TRUE
ELEC,ALLEN INSTITUTE SOUTH,615 Westlake Ave N,Seattle,WA,98109,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.625077,-122.339032,2/1/2026,120879,2026-02-01 01:10:20 UTC,public,FALSE,FALSE
ELEC,RED 160,16015 Cleveland St,Redmond,WA,98052,888-998-2546,T,12/2/2025,TEMPORARILY UNAVAILABLE (Public),,1,,,Blink Network,47.674374,-122.127167,2/1/2026,120927,2026-02-01 00:54:33 UTC,public,FALSE,FALSE
ELEC,PACIFIC LUTH U STATION 3,508 122nd St S,Tacoma,WA,98447,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.145098,-122.438741,2/1/2026,121095,2026-02-01 01:35:29 UTC,public,FALSE,FALSE
ELEC,PACIFIC LUTH U STATION 2,512 122nd St S,Tacoma,WA,98447,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.145084,-122.438862,2/1/2026,121096,2026-02-01 01:35:41 UTC,public,FALSE,FALSE
ELEC,SIA ECO 3,W McFarlane rd,Spokane,WA,99224,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.630363,-117.538616,2/1/2026,121126,2026-02-01 01:31:14 UTC,public,FALSE,FALSE
ELEC,T-MOBILE PARK GRIFFEY,1518 1st Ave S,Seattle,WA,98134,888-758-4389,E,,Public,,1,,,ChargePoint Network,47.589593,-122.332945,2/1/2026,121549,2026-02-01 01:35:03 UTC,public,FALSE,FALSE
ELEC,"Walmart 2539 (Spokane Valley, WA)",15727 E Broadway Ave,Spokane Valley,WA,99037,833-632-2778,E,,Public,,,8,,Electrify America,47.66565,-117.19014,2/1/2026,121703,2026-02-01 04:42:32 UTC,public,FALSE,FALSE
ELEC,North Bend Premium Outlets,461 S. Fork Avenue,North Bend,WA,98045,833-632-2778,E,,Public,,,4,,Electrify America,47.49129,-121.79356,2/1/2026,121704,2026-02-01 04:39:52 UTC,public,FALSE,FALSE
ELEC,Walmart 2947 Vancouver,9000 NE HIGHWAY 99,Vancouver,WA,98665,833-632-2778,E,,Public,,,6,,Electrify America,45.68739,-122.66091,2/1/2026,121709,2026-02-01 04:39:12 UTC,public,FALSE,FALSE
ELEC,Naval Facilities Engineering Command - Naval Air Station Whidbey Island - B103,1115 W Lexington St,Oak Harbor,WA,98278,,E,,Private - Government only,,2,,,Non-Networked,48.343208,-122.674995,12/12/2025,122106,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1035 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,1,,,,Non-Networked,47.658,-122.712,12/12/2025,122107,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1036 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,,1,,,Non-Networked,47.658,-122.712,12/12/2025,122108,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1037 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,1,,,,Non-Networked,47.658,-122.712,12/12/2025,122109,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1038 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,,1,,,Non-Networked,47.658,-122.712,12/12/2025,122110,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building 7000,1039 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,3,,,,Non-Networked,47.658,-122.712,12/12/2025,122111,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,1040 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,2,,,,Non-Networked,47.658,-122.712,12/12/2025,122112,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,1041 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,,2,,,Non-Networked,47.658,-122.712,12/12/2025,122113,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - T-75,1042 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,1,,,,Non-Networked,47.658,-122.712,12/12/2025,122114,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Bangor Trident Base - T-75,1043 Trident Blvd,Silverdale,WA,98315,,E,,Private - Government only,,1,,,Non-Networked,47.658,-122.712,12/12/2025,122115,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Naval Base Kitsap - Building 427,120 S Dewey St,Silverdale,WA,98315,,E,,Private - Government only,3,1,,,Non-Networked,47.563229,-122.646326,12/12/2025,122116,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Port Hadlock-Irondale - 151,Chimacum Rd,Port Hadlock,WA,98339,,E,,Private - Government only,1,1,,,Non-Networked,48.0553,-122.6957,12/12/2025,122124,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,"Naval Facilities Engineering Command - Naval Station Everett - B2134-1,2,3,4,5,6",2000 W Marine View Dr,Everett,WA,98207,,E,,Private - Government only,,12,,,Non-Networked,47.993164,-122.221138,1/13/2025,122125,2025-02-12 00:16:32 UTC,private,,FALSE
ELEC,"Naval Facilities Engineering Command - Naval Station Everett B2003-1,2",2000 W Marine View Dr,Everett,WA,98207,,E,,Private - Government only,,2,,,Non-Networked,47.992104,-122.214104,12/12/2025,122126,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Naval Sea Systems Command,610 Dowell Rd,Keyport,WA,98345,,E,,Private - Government only,4,,,,Non-Networked,47.70251,-122.62316,12/12/2025,122127,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,Naval Facilities Engineering Command - Naval Sea Systems Command,611 Dowell Rd,Keyport,WA,98345,,E,,Private - Government only,20,,,,Non-Networked,47.70224,-122.624811,12/12/2025,122128,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,3rd Street Parking,17 N 3rd St,Yakima,WA,98901,509-575-5570,E,,Public,,2,,,Non-Networked,46.603762,-120.503347,7/3/2025,122190,2025-07-03 19:15:09 UTC,public,FALSE,FALSE
ELEC,SKAGITYMCA ONE,1901 Hoag Rd,Mount Vernon,WA,98273,888-758-4389,E,,Public,,2,,,ChargePoint Network,48.443205,-122.316279,2/1/2026,122217,2026-02-01 01:31:51 UTC,public,FALSE,FALSE
ELEC,Fred Meyer - Tesla Supercharger,18805 US-2,Monroe,WA,98272,877-798-3752,E,,Public,,,12,,Tesla,47.862572,-121.976585,7/1/2024,122266,2025-05-06 21:07:47 UTC,public,,FALSE
ELEC,Blue Mountain Station - Tesla Destination,700 Artisan Wy,Dayton,WA,99328,877-798-3752,E,,Public,,3,,,Tesla Destination,46.31017,-117.99763,7/1/2024,122580,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Washington Athletic Club Garage - Tesla Destination,1325 6th Ave,Seattle,WA,98101,877-798-3752,E,,Public,,5,,,Tesla Destination,47.609629,-122.333133,7/1/2024,122581,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Hotel Interurban - Tesla Destination,223 Andover Park E,Tukwila,WA,98188,877-798-3752,E,,Public,,4,,,Tesla Destination,47.457152,-122.251628,7/1/2024,122582,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,Patterson Cellars - Tesla Destination,19501 144th Ave NE Suite D500,Woodinville,WA,98072,877-798-3752,E,,Public,,2,,,Tesla Destination,47.769459,-122.151217,7/1/2024,122583,2025-02-12 00:16:32 UTC,public,,FALSE
ELEC,LINCOLN SQUARE LS NORTH DUAL 4,700 Bellevue Way,Bellevue,WA,98004,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.617024,-122.201104,2/1/2026,122765,2026-02-01 01:37:22 UTC,public,FALSE,FALSE
ELEC,188 BLAINE ATRIUM4,1818 Fairview Ave East,Seattle,WA,98102,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.635213,-122.325845,2/1/2026,122773,2026-02-01 01:34:58 UTC,public,FALSE,FALSE
ELEC,188 BLAINE ATRIUM3,1823 Eastlake Ave E,Seattle,WA,98102,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.635119,-122.325866,2/1/2026,122774,2026-02-01 01:34:58 UTC,public,FALSE,FALSE
ELEC,BELLEVUE PLACE BELL PLACE #2,575 Bellevue Way NE,Bellevue,WA,98004,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.618421,-122.20129,2/1/2026,122781,2026-02-01 01:37:30 UTC,public,FALSE,FALSE
ELEC,BELLEVUE SQUARE BELL SQ WEST #4,600 100th Ave NE,Bellevue,WA,98004,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.615943,-122.205532,2/1/2026,122957,2026-02-01 01:37:46 UTC,public,FALSE,FALSE
ELEC,BELLEVUE SQUARE BELL SQ WEST #3,2086 Bellevue Square,Bellevue,WA,98004,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.615991,-122.205533,2/1/2026,122993,2026-02-01 01:37:46 UTC,public,FALSE,FALSE
ELEC,"Walmart 2596 - Mount Vernon, WA",2301 Freeway Dr.,Mount Vernon,WA,98273,833-632-2778,E,,Public,,,4,,Electrify America,48.44239,-122.34421,2/1/2026,123004,2026-02-01 04:39:54 UTC,public,FALSE,FALSE
ELEC,Lake Quinault Lodge,345 S Shore Rd,Quinault,WA,98575,360-288-2900,E,,Public,,2,,,Non-Networked,47.465555,-123.850735,11/13/2025,123007,2025-11-13 20:02:17 UTC,public,TRUE,FALSE
ELEC,"Target T2290 - Renton, WA",1215 N Landing Way,Renton,WA,98057,833-632-2778,E,,Public,,1,3,,Electrify America,47.49721,-122.19924,2/1/2026,123050,2026-02-01 04:42:58 UTC,public,FALSE,FALSE
ELEC,Verizon - Bellevue,3245 158th Ave SE,Bellevue,WA,98008,,E,,Private,,5,,,Non-Networked,47.579872,-122.135431,12/12/2025,123331,2025-12-12 22:54:41 UTC,private,,TRUE
ELEC,"Target T0338 - Lynnwood, WA",18305 Alderwood Mall Pkwy,Lynnwood,WA,98037,833-632-2778,E,,Public,,,3,,Electrify America,47.83199,-122.26733,2/1/2026,123446,2026-02-01 04:39:26 UTC,public,FALSE,FALSE
ELEC,"Walmart 3531 - Lacey, WA",1401 Galaxy Dr. NE,Lacey,WA,98516,833-632-2778,E,,Public,,,6,,Electrify America,47.05966,-122.77201,2/1/2026,123479,2026-02-01 04:42:52 UTC,public,FALSE,FALSE
ELEC,VALLEY MED CTR NE GARAGE #4,3917 Talbot Rd S,Renton,WA,98055,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.444636,-122.21277,2/1/2026,123545,2026-02-01 01:38:28 UTC,public,FALSE,FALSE
ELEC,VALLEY MED CTR NE GARAGE #2,3921 Talbot Rd S,Renton,WA,98055,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.444881,-122.212781,2/1/2026,123546,2026-02-01 01:38:28 UTC,public,FALSE,FALSE
ELEC,"Walmart 5073 - Covington, WA",17432 SE 270th PL,Covington,WA,98042,833-632-2778,E,,Public,,1,3,,Electrify America,47.36029,-122.10773,2/1/2026,124057,2026-02-01 04:39:25 UTC,public,FALSE,FALSE
ELEC,Seattle Premium Outlets,10600 Quil Ceda Blvd.,Tulalip,WA,98271,833-632-2778,E,,Public,,,4,,Electrify America,48.09546,-122.1869,2/1/2026,124683,2026-02-01 04:39:19 UTC,public,FALSE,FALSE
ELEC,Three Rivers Mall,351 Three Rivers Dr.,Kelso,WA,98626,833-632-2778,E,,Public,,,4,,Electrify America,46.13988,-122.90126,2/1/2026,124684,2026-02-01 04:39:37 UTC,public,FALSE,FALSE
ELEC,"Walmart 4137 - Tacoma, WA",1965 S Union Ave.,Tacoma,WA,98405,833-632-2778,E,,Public,,1,3,,Electrify America,47.23947,-122.48025,2/1/2026,135872,2026-02-01 04:39:18 UTC,public,FALSE,FALSE
ELEC,"Walmart 2269 - Yakima, WA",1600 East Chestnut Ave.,Yakima,WA,98901,833-632-2778,E,,Public,,,4,,Electrify America,46.60252,-120.47924,2/1/2026,136697,2026-02-01 04:39:30 UTC,public,FALSE,FALSE
ELEC,LAKEVIEW L&P 1 LLP 1,11509 Bridgeport Way SW,Lakewood,WA,98499,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.153199,-122.504023,2/1/2026,143416,2026-02-01 01:39:23 UTC,public,FALSE,FALSE
ELEC,VIDA APARTMENTS VIDA 1,1205 NE 66th ST,Seattle,WA,98115,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.678055,-122.314119,2/1/2026,143575,2026-02-01 01:35:53 UTC,public,FALSE,FALSE
ELEC,COLLEGE HALL MUSIC HALL,302 E Boone Ave,Spokane,WA,99202,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.668051,-117.4063,2/1/2026,143885,2026-02-01 01:22:26 UTC,public,FALSE,FALSE
ELEC,Avista - Gonzaga School of Law DCFC,721 N. Cincinnati St.,Spokane,WA,99202,888-356-8911,E,,Public,,,2,,FLO,47.66355,-117.39822,2/1/2026,143939,2026-02-01 05:18:41 UTC,public,FALSE,FALSE
ELEC,"Walmart 3053 - Everett, WA",1605 SE Everett Mall Way,Everett,WA,98208,833-632-2778,E,,Public,,,10,,Electrify America,47.91349,-122.21331,2/1/2026,143970,2026-02-01 04:39:45 UTC,public,FALSE,FALSE
ELEC,Cow Creek Mercantile,1611 Smittys Blvd.,Ritzville,WA,99169,833-632-2778,E,,Public,,,4,,Electrify America,47.11948,-118.36271,2/1/2026,143971,2026-02-01 04:43:09 UTC,public,FALSE,FALSE
ELEC,"Walmart 5462 - Vancouver, WA",430 SE 192nd Ave.,Vancouver,WA,98683,833-632-2778,E,,Public,,1,3,,Electrify America,45.61776,-122.47814,2/1/2026,144090,2026-02-01 04:39:40 UTC,public,FALSE,FALSE
ELEC,"Target T1331 - Lake Stevens, WA",9601 Market Place,Lake Stevens,WA,98258,833-632-2778,E,,Public,,1,3,,Electrify America,47.99823,-122.10064,2/1/2026,145684,2026-02-01 04:39:34 UTC,public,FALSE,FALSE
ELEC,Simon Northgate Mall,401 NE Northgate Way,Seattle,WA,98125,833-632-2778,E,,Public,,1,3,,Electrify America,47.70846,-122.32489,2/1/2026,146948,2026-02-01 04:39:25 UTC,public,FALSE,FALSE
ELEC,"Target T0627 - Tukwila, WA",301 Strander Blvd.,Tukwila,WA,98188,833-632-2778,E,,Public,,,5,,Electrify America,47.45571,-122.25738,2/1/2026,147131,2026-02-01 04:43:00 UTC,public,FALSE,FALSE
ELEC,"Target T0996 - Issaquah, WA",755 NW Gillman Blvd.,Issaquah,WA,98027,833-632-2778,E,,Public,,1,3,,Electrify America,47.54187,-122.05203,2/1/2026,147227,2026-02-01 04:43:13 UTC,public,FALSE,FALSE
ELEC,UDR CHARGER 4,958 111th Ave NE,Bellevue,WA,98004,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.618696,-122.191787,2/1/2026,147301,2026-02-01 01:46:37 UTC,public,FALSE,FALSE
ELEC,KW RADIUS RADIUS 1,400 Boren Ave N,Seattle,WA,98109,888-758-4389,E,,Public,,2,,,ChargePoint Network,47.622575,-122.335481,2/1/2026,147397,2026-02-01 01:46:00 UTC,public,FALSE,FALSE
ELEC,Ridgewood Corporate Square Building F,150 120th Ave NE,Bellevue,WA,98005,888-998-2546,E,,Public,,2,,,Blink Network,47.611815,-122.178134,2/1/2026,147519,2026-02-01 00:14:17 UTC,public,FALSE,FALSE
ELEC,Ridgewood Corporate Square Building C,330 120th Ave NE,Bellevue,WA,98005,888-998-2546,E,,Public,,4,,,Blink Network,47.612834,-122.178704,2/1/2026,147537,2026-02-01 00:39:44 UTC,public,FALSE,FALSE
ELEC,Bella Tess Apartments,17016 E Indiana Pkwy.,Spokane Valley,WA,99016,866-816-7584,E,,Public,,2,,,EV Connect,47.670893,-117.176698,2/1/2026,147574,2026-02-01 04:52:39 UTC,public,FALSE,FALSE
ELEC,Wingate By Wyndham Spokane,2726 S Flint Rd,Spokane,WA,99224,866-816-7584,T,1/28/2026,TEMPORARILY UNAVAILABLE (Public),,2,,,EV Connect,47.629619,-117.535903,2/1/2026,147575,2026-02-01 04:52:40 UTC,public,FALSE,FALSE
ELEC,"Walmart 5628 - Monroe, WA",19191 N Kelsey Street,Monroe,WA,98272,833-632-2778,E,,Public,,1,3,,Electrify America,47.86516,-121.97318,2/1/2026,147648,2026-02-01 04:39:28 UTC,public,FALSE,FALSE
ELEC,Island Hospital Behind M.O.B. Building,1211 24th Street,Anacortes,WA,98221,888-998-2546,E,,Public,,1,,,Blink Network,48.5006578,-122.6159562,2/1/2026,147675,2026-02-01 00:27:44 UTC,public,FALSE,FALSE
ELEC,Valley Supply - Woodinville,8310 Maltby Road,Woodinville,WA,98072,888-998-2546,E,,Public,,1,,,Blink Network,47.8045651,-122.1205486,2/1/2026,147685,2026-02-01 00:24:36 UTC,public,FALSE,FALSE
ELEC,Monte Villa,3830 Monte Villa Parkway,Bothell,WA,98021,888-998-2546,E,,Public,,2,,,Blink Network,47.776781,-122.181535,2/1/2026,147690,2026-02-01 00:24:37 UTC,public,FALSE,FALSE
ELEC,Public Safety #3,205 5th Avenue North,Edmonds,WA,98020,888-998-2546,E,,Public,,1,,,Blink Network,47.8124532,-122.3758246,2/1/2026,147692,2026-02-01 00:15:24 UTC,public,FALSE,FALSE
ELEC,City Park #1,600 3rd Avenue South,Edmonds,WA,98020,888-998-2546,E,,Public,,1,,,Blink Network,47.8051107,-122.3813841,2/1/2026,147698,2026-02-01 00:15:24 UTC,public,FALSE,FALSE
ELEC,Whitman College,147 South Park Street,Walla Walla,WA,99362,888-998-2546,E,,Public,,2,,,Blink Network,46.0705799,-118.3306351,2/1/2026,147706,2026-02-01 00:10:11 UTC,public,FALSE,FALSE
ELEC,Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,Issaquah,WA,98027,888-998-2546,E,,Public,,3,,,Blink Network,47.536237,-122.0220539,2/1/2026,147717,2026-02-01 00:23:14 UTC,public,FALSE,FALSE
ELEC,Everest / Starvue,425 106th Avenue Northeast,Bellevue,WA,98004,888-998-2546,E,,Public,,6,,,Blink Network,47.6141795,-122.199362,2/1/2026,147719,2026-02-01 00:12:02 UTC,public,FALSE,FALSE
ELEC,531614 Sunset Corporate Campus,13810 Southeast Eastgate Way,Bellevue,WA,98005,888-998-2546,E,,Public,,6,,,Blink Network,47.5806355,-122.1564536,2/1/2026,147724,2026-02-01 00:11:41 UTC,public,FALSE,FALSE
ELEC,The Commons at Ballard,"5621 22nd Avenue, NW",Seattle,WA,98107,888-998-2546,E,,Public,,4,,,Blink Network,47.6699634,-122.3847489,2/1/2026,147727,2026-02-01 00:30:39 UTC,public,FALSE,FALSE
ELEC,Amelia/UrbanSea LLC.,501 Fairview Avenue North,Seattle,WA,98109,888-998-2546,E,,Public,,6,,,Blink Network,47.6233435,-122.334684,2/1/2026,147734,2026-02-01 00:08:53 UTC,public,FALSE,FALSE
ELEC,Troy Block,300 Boren Avenue North,Seattle,WA,98109,888-998-2546,E,,Public,,8,,,Blink Network,47.6211672,-122.3354501,2/1/2026,147737,2026-02-01 00:30:54 UTC,public,FALSE,FALSE
ELEC,Hill 7 Station,1099 Stewart Street,Seattle,WA,98101,888-998-2546,E,,Public,,7,,,Blink Network,47.6164918,-122.3324879,2/1/2026,147743,2026-02-01 00:08:44 UTC,public,FALSE,FALSE
ELEC,531628  2201 Westlake,2201 Westlake Avenue,Seattle,WA,98109,888-998-2546,E,,Public,,6,,,Blink Network,47.61809006,-122.33892,2/1/2026,147745,2026-02-01 00:10:28 UTC,public,FALSE,FALSE
ELEC,531622  818 Stewart Street Holdco LLC,818 Stewart Street,Seattle,WA,98101,888-998-2546,E,,Public,,6,,,Blink Network,47.6156458,-122.3350555,2/1/2026,147746,2026-02-01 00:10:29 UTC,public,FALSE,FALSE
ELEC,818 Stewart Street Holdco LLC,818 Stewart Street,Seattle,WA,98101,888-998-2546,E,,Public,,4,,,Blink Network,47.6156458,-122.3350555,2/1/2026,147747,2026-02-01 00:10:30 UTC,public,FALSE,FALSE
ELEC,531604  600 Broadway,600 Broadway,Seattle,WA,98122,888-998-2546,E,,Public,,6,,,Blink Network,47.6078691,-122.3196562,2/1/2026,147750,2026-02-01 00:08:52 UTC,public,FALSE,FALSE
ELEC,1201 Third,1201 Third Avenue,Seattle,WA,98101,888-998-2546,E,,Public,,4,,,Blink Network,47.6072826,-122.3360929,2/1/2026,147761,2026-02-01 00:30:56 UTC,public,FALSE,FALSE
ELEC,Pike Place Market,1901 Western Avenue,Seattle,WA,98101,888-998-2546,E,,Public,,7,,,Blink Network,47.6091582,-122.3418441,2/1/2026,147762,2026-02-01 00:30:54 UTC,public,FALSE,FALSE
ELEC,Second and Seneca Tower,1191 2nd Avenue,Seattle,WA,98101,888-998-2546,E,,Public,,4,,,Blink Network,47.6060061,-122.336716,2/1/2026,147765,2026-02-01 00:11:43 UTC,public,FALSE,FALSE
ELEC,Union Station Parking Garage (#USPG),550 4th Avenue South,Seattle,WA,98134,888-998-2546,E,,Public,,4,,,Blink Network,47.5975078,-122.328595,2/1/2026,147769,2026-02-01 00:16:42 UTC,public,FALSE,FALSE
ELEC,Slalom Hawk Tower,255 S. King Street,Seattle,WA,98104,888-998-2546,E,,Public,,8,,,Blink Network,47.5980919,-122.3309701,2/1/2026,147770,2026-02-01 00:13:30 UTC,public,FALSE,FALSE
ELEC,531610 Stadium Innovation Center,1531 Utah Avenue South,Seattle,WA,98134,888-998-2546,E,,Public,,6,,,Blink Network,47.5892477,-122.3358112,2/1/2026,147773,2026-02-01 00:08:46 UTC,public,FALSE,FALSE
ELEC,Four Lakes Apartments,6821 Udall Place Southeast,Auburn,WA,98092,888-998-2546,E,,Public,,2,,,Blink Network,47.24745539,-122.200549,2/1/2026,147790,2026-02-01 00:07:05 UTC,public,FALSE,FALSE
ELEC,Point Ruston - Main Street,5005 Main Street,Tacoma,WA,98407,888-998-2546,E,,Public,,2,,,Blink Network,47.29815874,-122.5034184,2/1/2026,147795,2026-02-01 00:23:03 UTC,public,FALSE,FALSE
ELEC,531617  Court C Parking Level - Charging Stations,1149 Market Street,Tacoma,WA,98402,888-998-2546,E,,Public,,4,,,Blink Network,47.2515929,-122.4407988,2/1/2026,147796,2026-02-01 00:11:42 UTC,public,FALSE,FALSE
ELEC,Steilacoom EV Station,207 Wilkes Street,Steilacoom,WA,98388,888-998-2546,E,,Public,,1,,,Blink Network,47.1727264,-122.5984377,2/1/2026,147808,2026-02-01 00:15:15 UTC,public,FALSE,FALSE
ELEC,DuPont Grocery Inc.,100 Barksdale Avenue,DuPont,WA,98327,888-998-2546,E,,Public,,2,,,Blink Network,47.093942,-122.6260623,2/1/2026,147809,2026-02-01 00:08:29 UTC,public,FALSE,FALSE
ELEC,Nisqually Red Wind Casino,12819 Yelm Hwy SE,Olympia,WA,98513,888-998-2546,T,11/28/2025,TEMPORARILY UNAVAILABLE (Public),,2,,,Blink Network,47.0002897,-122.6682861,2/1/2026,147813,2026-02-01 00:27:44 UTC,public,FALSE,FALSE
ELEC,Adrift Hotel,409 Sid Snyder Dr.,Long Beach,WA,98631,888-998-2546,E,,Public,,6,,,Blink Network,46.3455914,-124.060608,2/1/2026,147832,2026-02-01 00:27:55 UTC,public,FALSE,FALSE
ELEC,BSD501 SEHOME HIGH #1,2700 Bill McDonald Pkwy,Bellingham,WA,98225,888-758-4389,E,,Public,,2,,,ChargePoint Network,48.727512,-122.48124,2/1/2026,149119,2026-02-01 01:46:09 UTC,public,FALSE,FALSE
ELEC,TRANS SERVICES DANA WEST,305 NE Spokane Street,Pullman,WA,99163,888-758-4389,E,,Public,,2,,,ChargePoint Network,46.730066,-117.169086,2/1/2026,149208,2026-02-01 01:47:30 UTC,public,FALSE,FALSE
ELEC,"Fred Meyer 457 - Bothell, WA",21045 Bothell Everett Hwy.,Bothell,WA,98021,833-632-2778,E,,Public,,1,3,,Electrify America,47.80832,-122.20678,2/1/2026,149281,2026-02-01 04:39:30 UTC,public,FALSE,FALSE
ELEC,Union Square - Tesla Supercharger,601 Union Street,Seattle,WA,98101,877-798-3752,E,,Public,,,10,,Tesla,47.610024,-122.332078,7/1/2024,149358,2025-05-06 21:07:47 UTC,public,,FALSE
ELEC,Yakima Garage,910 N Yakima Ave,Tacoma,WA,98403,888-998-2546,E,,Public,,4,,,Blink Network,47.2662577,-122.4617665,2/1/2026,149439,2026-02-01 00:15:13 UTC,public,FALSE,FALSE
