lat,lon,time_range,flag,geartype,vessel_ids,apparent_fishing_hours,effort_index,fuel_consumption,catch_value_usd,crew_size
-16.8,-77.8,2023-03,PER,other_purse_seines,1,1.13,4.16,4.3,10.38,6.7
-16.2,-78.8,2023-03,ECU,tuna_purse_seines,1,0.35,3.85,1.62,5.87,6.9
-7.1,-80.3,2023-01,PER,other_purse_seines,10,16.05,19.68,18.7,192.04,9.2
-11.3,-78.6,2023-03,PER,other_purse_seines,1,1.54,9.05,8.52,7.51,6.6
-13.1,-76.6,2023-02,PER,other_purse_seines,1,0.35,5.68,0.0,8.6,7.2
-7.8,-79.6,2023-02,GBR,other_purse_seines,1,0.93,7.41,5.22,11.1,7.4
-14.3,-77.7,2023-02,PER,tuna_purse_seines,3,16.86,23.23,28.83,80.32,8.3
-14.6,-77.0,2023-03,PER,tuna_purse_seines,2,5.63,14.42,18.53,29.81,7.3
-11.9,-77.6,2023-01,PER,purse_seines,3,5.33,15.68,10.57,33.21,6.8
-13.5,-76.2,2023-03,,other_purse_seines,1,1.02,2.96,2.38,14.33,7.0
-13.3,-76.4,2023-02,,other_purse_seines,1,3.72,6.15,8.21,24.58,6.8
-15.3,-77.6,2023-02,PER,other_purse_seines,15,21.2448,27.31,23.18,118.06,8.9
-5.6,-82.6,2023-03,ECU,tuna_purse_seines,1,5.21,7.28,8.32,14.22,7.9
-12.2,-77.3,2023-01,SSD,tuna_purse_seines,1,2.35,6.15,5.81,8.31,
-4.5,-81.5,2023-03,ECU,fishing,1,1.99,10.18,4.86,16.1,7.5
-15.2,-77.3,2023-02,PER,fishing,1,4.36,6.7,13.64,34.25,7.2
-17.6,-71.5,2023-02,,other_purse_seines,3,9.11,10.55,14.51,49.93,7.6
-13.8,-78.2,2023-02,PER,tuna_purse_seines,1,1.09,5.68,3.07,13.46,7.2
-7.8,-79.6,2023-02,PER,tuna_purse_seines,2,4.31,12.17,6.41,16.23,7.6
-12.5,-77.0,2023-01,PER,other_purse_seines,48,21.2448,27.29,23.7,174.34,8.8
-14.5,-77.5,2023-02,PER,pole_and_line,1,4.49,5.26,16.69,38.18,7.2
-11.6,-77.4,2023-01,PER,purse_seines,3,16.26,23.58,15.98,198.86,9.1
-8.6,-80.5,2023-02,PER,other_purse_seines,1,1.74,5.6,4.49,15.74,8.9
-5.6,-81.0,2023-01,PER,pole_and_line,1,0.07,2.56,0.0,7.03,6.4
-15.9,-78.7,2023-02,PER,tuna_purse_seines,1,8.86,14.33,17.82,36.38,8.6
-7.3,-79.7,2023-02,PER,other_purse_seines,1,0.31,6.63,1.63,5.59,8.1
-13.7,-77.0,2023-01,PER,fishing,1,4.01,6.41,2.44,15.96,7.6
-14.6,-77.5,2023-03,PER,tuna_purse_seines,1,1.19,5.94,13.21,6.17,6.5
-12.2,-78.8,2023-03,PER,pole_and_line,1,1.55,7.66,4.97,34.86,9.2
-11.8,-77.6,2023-01,PER,purse_seines,1,2.13,3.1,0.79,10.87,8.4
-11.2,-79.0,2023-03,PER,other_purse_seines,1,0.97,5.16,4.66,21.99,7.0
-13.6,-78.0,2023-02,PER,other_purse_seines,1,1.3,4.07,6.64,21.16,6.6
-13.4,-76.4,2023-02,,other_purse_seines,1,1.66,5.29,5.01,21.24,6.7
-11.4,-80.4,2023-03,ECU,fishing,1,0.3,7.41,8.2,5.88,9.7
-8.3,-81.5,2023-02,,purse_seines,1,3.14,11.35,9.8,32.02,8.6
-15.3,-77.1,2023-02,PER,other_purse_seines,8,21.2448,28.48,27.25,212.82,8.7
-7.3,-79.9,2023-01,GBR,other_purse_seines,1,0.42,9.49,8.34,2.71,7.9
-9.7,-78.7,2023-02,PER,other_purse_seines,1,1.9,2.58,0.74,17.96,7.3
-6.8,-81.6,2023-02,PER,other_purse_seines,1,1.94,9.13,10.43,8.4,7.2
-12.3,-78.7,2023-03,PER,pole_and_line,1,6.17,8.9,16.87,18.67,7.8
-10.3,-78.2,2023-02,PER,other_purse_seines,29,21.2448,25.66,34.58,159.26,8.5
-14.0,-76.6,2023-03,,pole_and_line,1,5.78,16.25,14.29,93.56,7.3
-6.3,-81.6,2023-03,ECU,fishing,1,1.0,8.82,7.38,23.85,8.2
-15.4,-76.7,2023-03,PER,pole_and_line,1,1.6,11.19,9.16,6.33,7.8
-7.8,-79.6,2023-01,PER,fishing,2,8.24,19.17,17.02,19.85,7.6
-12.3,-78.6,2023-02,PER,other_purse_seines,1,8.25,4.85,8.22,60.58,8.9
-12.2,-77.1,2023-01,PER,inconclusive,1,1.76,9.64,6.22,24.37,8.7
-14.5,-76.9,2023-03,PER,tuna_purse_seines,1,6.1,7.06,11.53,15.37,7.8
-15.3,-76.7,2023-03,,pole_and_line,1,2.33,10.28,4.03,23.19,7.7
-4.4,-82.6,2023-03,ECU,tuna_purse_seines,1,0.74,14.51,12.88,5.1,6.9
-6.6,-80.9,2023-01,PER,other_purse_seines,48,21.2448,27.54,25.42,95.03,8.6
-8.0,-79.6,2023-01,,other_purse_seines,2,2.32,0.0,2.74,13.25,6.9
-12.9,-76.8,2023-01,HND,other_purse_seines,1,1.46,7.28,2.04,10.96,7.3
-12.0,-77.5,2023-01,PER,other_purse_seines,11,13.13,18.51,22.95,177.48,8.1
-6.9,-80.3,2023-01,PER,other_purse_seines,32,21.2448,33.57,31.98,91.7,8.0
-17.8,-71.4,2023-02,,other_purse_seines,1,0.82,13.63,11.88,11.07,7.1
-8.1,-79.2,2023-02,PER,other_purse_seines,1,3.96,8.35,9.5,39.73,7.8
-17.8,-76.9,2023-03,ECU,tuna_purse_seines,1,0.18,0.0,4.6,5.64,8.5
-7.5,-79.8,2023-02,GBR,other_purse_seines,1,0.17,0.59,7.99,9.96,
-14.6,-77.5,2023-02,PER,other_purse_seines,17,21.2448,22.27,27.38,89.04,9.8
-8.8,-79.5,2023-03,PER,other_purse_seines,1,0.41,0.0,0.0,5.14,7.5
-14.5,-76.3,2023-01,,other_purse_seines,1,0.83,3.32,6.24,16.64,8.0
-9.3,-82.6,2023-02,ECU,tuna_purse_seines,2,1.13,6.95,0.0,7.85,7.0
-13.4,-77.8,2023-01,PER,pole_and_line,1,0.9,0.88,0.0,12.17,8.0
-16.9,-78.3,2023-03,ECU,tuna_purse_seines,3,10.91,15.42,21.36,35.28,7.6
-8.0,-79.4,2023-01,PER,fishing,2,13.68,30.26,32.28,80.4,8.0
-3.9,-81.8,2023-02,PER,other_purse_seines,1,1.03,0.0,11.81,14.96,6.7
-12.9,-77.8,2023-02,PER,fishing,1,0.47,7.11,4.77,4.52,7.7
-11.9,-77.7,2023-02,PER,other_purse_seines,3,4.97,10.34,6.43,42.64,7.3
-8.1,-79.4,2023-01,GBR,other_purse_seines,1,13.79,18.49,15.02,146.64,9.2
-7.7,-79.8,2023-02,PER,purse_seines,3,6.04,12.96,12.32,26.66,8.4
-11.9,-77.4,2023-01,PER,tuna_purse_seines,2,1.91,4.76,12.4,16.3,7.3
-7.8,-79.6,2023-03,PER,other_purse_seines,1,17.22,19.43,16.8,41.24,8.7
-12.1,-77.2,2023-01,PER,inconclusive,2,0.9,5.99,2.37,15.06,6.7
-12.4,-76.9,2023-01,PER,pole_and_line,2,3.61,7.68,7.82,77.02,
-14.8,-77.7,2023-02,PER,tuna_purse_seines,1,0.92,7.23,10.26,8.29,
-14.9,-76.0,2023-01,PER,purse_seines,1,1.01,1.09,0.0,9.21,7.3
-15.0,-77.4,2023-03,PER,tuna_purse_seines,2,4.62,4.86,5.4,10.71,8.9
-13.7,-78.0,2023-02,PER,other_purse_seines,2,2.84,13.46,11.85,52.5,8.8
-4.7,-82.7,2023-02,PER,other_purse_seines,1,1.52,5.6,7.28,37.72,7.4
-9.4,-78.6,2023-01,PER,purse_seines,3,2.11,8.73,10.65,12.31,7.6
-6.5,-81.5,2023-03,ECU,fishing,1,0.99,2.96,2.42,7.71,8.0
-12.5,-76.9,2023-01,PER,inconclusive,1,4.05,8.8,19.27,27.2,8.9
-13.6,-77.7,2023-03,PER,other_purse_seines,1,1.65,6.0,2.19,19.41,7.3
-11.4,-78.5,2023-03,PER,other_purse_seines,1,0.84,1.73,3.32,9.5,7.4
-9.2,-78.8,2023-01,PER,fishing,1,4.78,11.74,11.32,23.17,8.0
-8.5,-79.1,2023-01,,other_purse_seines,2,2.16,11.25,7.36,20.43,
-14.7,-77.0,2023-03,,pole_and_line,1,0.12,5.52,0.0,8.85,6.9
-16.0,-78.5,2023-03,,purse_seines,1,3.16,11.71,8.85,34.89,8.0
-9.6,-78.7,2023-02,PER,other_purse_seines,1,1.73,8.87,14.56,9.34,6.8
-15.4,-77.5,2023-02,PER,other_purse_seines,7,20.95,26.64,26.74,211.95,9.3
-12.0,-77.3,2023-02,PER,other_purse_seines,8,6.1,11.31,14.69,38.53,7.4
-8.4,-79.1,2023-01,PER,purse_seines,4,11.03,12.21,23.5,105.61,8.2
-14.4,-77.6,2023-02,AIA,purse_seines,1,1.38,6.46,10.37,48.22,7.4
-14.8,-77.5,2023-02,PER,fishing,1,3.4,8.02,9.95,15.15,6.7
-9.2,-79.1,2023-03,PER,other_purse_seines,1,1.22,10.53,11.85,11.94,8.2
-11.6,-80.7,2023-02,PER,tuna_purse_seines,1,0.28,0.19,4.55,9.19,7.6
-3.6,-81.8,2023-02,PER,other_purse_seines,2,3.39,3.09,4.17,12.61,11.9
-15.5,-77.9,2023-02,PER,other_purse_seines,2,7.01,14.01,8.99,16.81,7.2
-13.9,-77.3,2023-01,PER,pole_and_line,1,1.92,0.0,3.11,33.75,
-7.0,-80.6,2023-01,PER,other_purse_seines,11,21.2448,27.85,30.17,55.19,8.3
-16.4,-77.9,2023-03,ECU,tuna_purse_seines,2,2.2,9.57,6.46,17.64,7.9
-13.4,-76.4,2023-01,PER,other_purse_seines,24,21.2448,21.65,29.58,103.38,8.7
-9.0,-80.7,2023-01,PER,tuna_purse_seines,1,6.0,12.49,10.2,27.18,8.0
-8.4,-79.1,2023-01,PER,fishing,2,11.03,17.06,11.25,80.24,8.4
-12.0,-77.6,2023-01,SSD,tuna_purse_seines,1,2.09,10.66,5.52,12.3,7.3
-6.8,-80.4,2023-01,PER,other_purse_seines,33,21.2448,24.06,31.12,131.72,10.3
-13.0,-76.6,2023-01,HND,other_purse_seines,1,0.74,2.71,0.0,10.76,8.0
-13.1,-77.8,2023-01,PER,fishing,2,11.53,13.77,16.94,16.91,7.6
-8.3,-79.2,2023-01,PER,fishing,2,4.66,5.66,2.6,28.13,7.1
-14.0,-78.0,2023-02,PER,purse_seines,1,1.01,8.47,7.03,7.98,6.6
-11.1,-78.3,2023-01,PER,pole_and_line,1,0.31,7.47,4.26,3.79,6.7
-15.6,-78.0,2023-02,ECU,tuna_purse_seines,1,0.21,11.22,5.82,5.6,7.6
-16.7,-78.3,2023-03,ECU,tuna_purse_seines,2,15.25,25.83,24.39,43.63,9.6
-16.3,-77.3,2023-03,PER,other_purse_seines,1,2.97,2.33,7.49,29.98,6.6
-15.2,-77.6,2023-02,PER,pole_and_line,1,7.17,12.16,13.83,85.37,7.8
-11.1,-77.9,2023-01,PER,purse_seines,1,0.53,7.09,5.63,9.6,6.5
-8.0,-79.7,2023-01,HND,other_purse_seines,1,1.8,10.72,3.1,16.41,7.3
-13.1,-77.2,2023-03,PER,other_purse_seines,1,0.21,3.14,0.0,7.61,7.0
-7.7,-79.7,2023-02,PER,other_purse_seines,31,21.2448,21.43,27.72,56.01,9.2
-14.4,-80.0,2023-02,PER,tuna_purse_seines,1,3.95,6.2,12.93,52.91,7.0
-7.8,-79.6,2023-02,PER,purse_seines,4,9.75,11.16,14.03,47.4,8.1
-7.4,-79.8,2023-01,GBR,other_purse_seines,1,2.42,7.37,11.05,3.54,7.4
-3.5,-82.5,2023-02,PER,other_purse_seines,1,0.17,7.85,7.0,5.44,8.0
-7.3,-80.3,2023-01,PER,other_purse_seines,2,1.62,10.68,0.0,9.45,6.7
-16.7,-77.9,2023-03,ECU,tuna_purse_seines,2,5.99,11.31,6.05,38.48,8.8
-14.0,-77.7,2023-01,PER,set_gillnets,1,2.87,8.44,13.47,34.48,9.0
-8.2,-79.4,2023-01,GBR,other_purse_seines,1,0.21,6.33,7.22,4.17,8.0
-6.0,-81.4,2023-01,PER,purse_seines,2,2.36,5.33,20.02,17.32,8.1
-13.0,-76.9,2023-02,PER,purse_seines,1,0.18,7.04,7.17,7.58,7.0
-7.1,-80.0,2023-02,PER,other_purse_seines,2,0.49,11.8,15.27,7.25,6.6
-14.1,-76.9,2023-01,PER,set_gillnets,1,5.9,6.92,1.14,22.87,8.7
-16.5,-78.1,2023-03,ECU,tuna_purse_seines,1,5.42,14.71,18.18,11.75,7.7
-7.1,-79.9,2023-01,PER,tuna_purse_seines,6,8.03,16.43,14.54,32.55,8.5
-5.2,-81.2,2023-02,PER,other_purse_seines,1,0.22,8.44,5.98,9.17,6.5
-7.9,-79.8,2023-02,PER,purse_seines,2,1.07,9.99,14.27,13.58,8.0
-14.7,-77.5,2023-02,PER,other_purse_seines,10,21.2448,41.05,30.43,128.03,8.2
-8.2,-79.2,2023-02,PER,other_purse_seines,3,6.97,11.51,11.28,49.27,7.4
-13.8,-77.0,2023-01,PER,pole_and_line,2,2.71,7.86,9.83,10.84,8.0
-8.1,-79.4,2023-01,PER,purse_seines,6,9.93,10.71,13.02,119.39,7.8
-10.5,-78.1,2023-02,PER,purse_seines,2,3.83,8.36,11.32,43.27,6.9
-12.0,-77.4,2023-02,PER,purse_seines,1,2.12,9.7,1.5,18.15,7.1
-15.0,-77.4,2023-02,PER,other_purse_seines,2,5.72,8.57,9.62,25.5,7.3
-12.8,-76.9,2023-01,PER,pole_and_line,2,4.21,5.6,0.73,24.18,7.9
-8.9,-79.1,2023-03,PER,other_purse_seines,1,0.32,1.84,7.82,3.96,7.0
-7.6,-79.6,2023-01,PER,pole_and_line,1,1.61,0.26,0.0,16.51,7.4
-13.7,-77.7,2023-01,PER,pole_and_line,1,0.61,14.16,16.03,12.72,
-8.0,-79.6,2023-01,PER,fishing,1,1.36,7.24,5.53,7.19,7.3
-12.0,-77.1,2023-03,PER,purse_seines,3,21.2448,23.14,23.07,93.74,9.0
-14.6,-77.4,2023-01,PER,set_gillnets,1,0.75,4.64,10.11,13.43,7.2
-10.3,-78.2,2023-02,PER,purse_seines,1,0.12,5.79,2.72,12.17,7.5
-14.0,-76.4,2023-03,PER,fishing,1,1.4,4.72,9.24,16.15,7.4
-9.9,-78.4,2023-01,GBR,other_purse_seines,1,4.66,7.98,7.44,18.39,7.7
-12.4,-77.6,2023-02,PER,other_purse_seines,1,0.99,6.72,7.97,13.85,7.9
-12.3,-78.7,2023-03,PER,other_purse_seines,7,18.38,20.65,26.6,84.09,9.2
-12.3,-77.0,2023-01,PER,pole_and_line,1,1.61,6.19,8.55,19.8,6.7
-15.6,-77.6,2023-02,HND,other_purse_seines,1,4.98,6.35,3.47,51.76,
-15.3,-77.2,2023-02,PER,tuna_purse_seines,1,4.42,5.06,12.15,112.59,7.6
-14.5,-76.1,2023-01,PER,other_purse_seines,17,21.2448,29.29,33.46,56.96,9.9
-14.6,-77.7,2023-02,PER,pole_and_line,1,4.67,5.79,4.67,11.34,8.1
-10.2,-78.5,2023-02,PER,purse_seines,1,0.73,2.86,1.32,5.53,7.5
-13.1,-76.9,2023-01,PER,other_purse_seines,11,21.2448,27.6,34.43,64.36,8.3
-6.8,-80.2,2023-01,PER,purse_seines,4,12.26,21.61,17.1,24.53,7.8
-4.7,-81.5,2023-03,ECU,fishing,1,2.0,5.38,11.72,8.07,7.4
-6.9,-81.4,2023-03,ECU,fishing,1,5.61,12.74,16.53,17.08,
-13.3,-76.5,2023-01,PER,pole_and_line,1,4.12,3.22,14.46,40.85,9.3
-12.5,-76.9,2023-02,PER,purse_seines,2,4.3,4.9,5.51,20.92,9.3
-15.5,-77.8,2023-02,PER,pole_and_line,1,5.38,16.36,14.78,15.59,7.2
-9.3,-80.2,2023-03,PER,other_purse_seines,8,21.2448,28.01,26.9,131.74,8.9
-15.3,-77.7,2023-02,GBR,other_purse_seines,1,3.0,6.23,15.84,7.21,7.2
-9.6,-79.7,2023-02,PER,other_purse_seines,1,0.86,0.91,7.04,10.6,
-15.1,-77.0,2023-02,PER,other_purse_seines,3,8.9,12.36,13.64,33.66,7.4
-11.9,-77.6,2023-03,PER,other_purse_seines,1,1.07,6.47,7.57,13.74,7.1
-11.1,-78.0,2023-03,PER,other_purse_seines,1,0.46,3.87,3.6,3.56,7.4
-13.8,-78.1,2023-02,PER,other_purse_seines,3,2.97,9.1,12.3,38.76,6.9
-7.8,-79.7,2023-02,PER,other_purse_seines,43,21.2448,26.46,29.73,156.52,9.0
-6.5,-80.5,2023-01,PER,other_purse_seines,2,9.13,10.95,14.92,31.77,9.7
-15.4,-78.0,2023-02,,other_purse_seines,1,1.54,15.69,11.59,13.82,7.7
-7.2,-80.3,2023-01,PER,other_purse_seines,6,12.0,16.75,25.81,30.26,8.7
-15.5,-78.0,2023-02,PER,purse_seines,1,1.94,6.07,4.68,7.23,11.0
-3.5,-81.1,2023-02,PER,other_purse_seines,1,3.53,9.45,10.34,16.35,
-11.2,-77.7,2023-02,PER,other_purse_seines,1,0.64,4.65,9.74,13.07,7.7
-14.8,-77.6,2023-02,PER,other_purse_seines,1,2.16,15.61,13.55,61.12,6.9
-12.0,-77.1,2023-03,JPN,drifting_longlines,1,1.22,6.81,4.44,7.71,
-9.5,-81.2,2023-01,PER,tuna_purse_seines,1,2.78,10.54,14.87,22.47,7.3
-8.1,-79.6,2023-02,GBR,other_purse_seines,1,1.28,6.5,7.7,9.98,7.3
-14.7,-78.0,2023-02,ECU,tuna_purse_seines,1,0.01,10.35,11.39,2.12,9.0
-7.6,-79.8,2023-02,PER,fishing,2,2.56,13.12,9.08,7.69,
-15.1,-77.0,2023-03,PER,tuna_purse_seines,1,0.99,5.43,6.81,13.14,7.1
-12.7,-77.7,2023-02,PER,set_longlines,1,0.93,0.78,5.75,12.01,
-14.0,-76.6,2023-01,PER,other_purse_seines,8,21.2448,29.59,26.74,79.26,9.5
-12.1,-78.5,2023-02,PER,other_purse_seines,2,2.02,0.0,0.0,11.82,7.5
-6.7,-80.4,2023-01,PER,other_purse_seines,39,21.2448,27.94,22.76,107.43,8.1
-15.6,-75.0,2023-03,PER,other_purse_seines,2,11.74,21.13,21.88,56.51,8.1
-16.7,-76.9,2023-03,ECU,tuna_purse_seines,1,2.0,7.11,0.99,10.05,7.1
-16.7,-78.4,2023-03,PER,other_purse_seines,1,0.11,0.98,1.36,5.09,7.7
-3.5,-81.0,2023-02,ECU,tuna_purse_seines,1,0.56,12.97,7.05,13.86,6.5
-12.0,-77.4,2023-01,PER,inconclusive,1,2.09,9.46,4.21,11.77,6.8
-8.3,-79.2,2023-01,,other_purse_seines,3,4.19,5.2,0.89,22.28,7.5
-8.2,-79.5,2023-01,,other_purse_seines,1,0.32,0.0,2.83,8.29,7.1
-6.0,-81.3,2023-02,PER,other_purse_seines,1,2.6,2.81,12.23,31.01,10.8
-9.2,-78.8,2023-01,,other_purse_seines,3,2.26,10.6,3.25,17.6,6.7
-13.4,-77.7,2023-03,PER,other_purse_seines,1,0.21,3.5,3.42,4.36,6.7
-17.5,-77.7,2023-03,,purse_seines,1,2.24,9.04,4.38,11.01,8.3
-9.3,-78.7,2023-01,,other_purse_seines,3,4.91,9.73,8.43,12.42,7.2
-15.3,-77.2,2023-03,PER,other_purse_seines,3,3.03,9.52,10.35,7.81,6.9
-9.4,-78.7,2023-02,PER,other_purse_seines,7,16.77,20.14,16.83,128.78,7.8
-15.6,-77.5,2023-02,PER,other_purse_seines,2,3.55,13.96,5.5,44.7,7.0
-16.7,-77.8,2023-03,PER,other_purse_seines,1,5.99,9.47,15.03,44.33,
-16.7,-72.9,2023-02,PER,other_purse_seines,2,2.41,6.32,2.83,10.44,8.3
-5.8,-83.6,2023-03,ECU,tuna_purse_seines,1,0.25,5.75,8.21,3.63,6.8
-14.2,-76.5,2023-03,,pole_and_line,1,1.42,8.56,7.89,7.46,7.4
-8.2,-79.3,2023-01,,other_purse_seines,3,10.52,15.12,15.25,51.52,7.6
-15.2,-77.0,2023-02,PER,other_purse_seines,1,0.28,2.62,7.86,4.67,6.7
-16.8,-72.8,2023-02,PER,fishing,1,2.45,6.41,0.88,11.7,7.6
-11.7,-77.3,2023-01,,other_purse_seines,1,9.94,23.93,24.12,77.95,8.2
-9.7,-79.7,2023-02,PER,other_purse_seines,1,6.55,3.92,5.32,25.45,7.6
-8.0,-79.5,2023-01,PER,tuna_purse_seines,3,2.35,8.84,2.27,11.71,6.7
-14.5,-77.9,2023-02,PER,other_purse_seines,2,2.57,7.77,23.36,14.7,
-11.7,-77.5,2023-01,,other_purse_seines,1,0.91,1.01,13.48,6.11,6.8
-7.7,-79.6,2023-03,PER,other_purse_seines,1,1.99,1.77,12.23,34.79,7.5
-7.0,-80.7,2023-01,PER,tuna_purse_seines,1,1.98,3.71,13.06,20.92,7.8
-12.9,-77.8,2023-01,PER,pole_and_line,1,0.23,0.0,0.0,8.03,6.8
-6.0,-83.0,2023-01,PAN,tuna_purse_seines,1,0.66,3.72,0.0,6.8,7.2
-13.8,-76.3,2023-01,PER,other_purse_seines,3,0.46,5.61,6.09,3.52,6.6
-14.5,-76.8,2023-01,PER,set_longlines,1,3.39,8.51,12.42,21.55,6.8
-13.2,-79.8,2023-02,ESP,drifting_longlines,1,0.87,0.0,0.0,13.53,
-16.4,-78.6,2023-03,,purse_seines,1,1.54,0.59,5.07,10.18,6.9
-16.9,-78.4,2023-02,PER,tuna_purse_seines,1,0.04,10.83,10.38,10.58,7.4
-13.4,-76.3,2023-01,SSD,tuna_purse_seines,1,4.67,4.56,13.31,41.19,
-10.0,-78.7,2023-01,PER,other_purse_seines,1,1.4,2.86,8.85,15.28,7.3
-5.5,-81.0,2023-01,PER,tuna_purse_seines,1,0.91,10.58,7.33,7.1,8.5
-16.3,-75.3,2023-03,PER,fishing,1,1.29,2.72,2.61,7.1,7.6
-17.0,-78.1,2023-02,,purse_seines,1,4.14,8.33,14.88,10.26,8.0
-13.2,-76.9,2023-01,PER,other_purse_seines,4,8.09,17.03,17.36,103.11,8.0
-14.4,-77.5,2023-02,PER,other_purse_seines,2,2.6,12.17,12.88,26.64,7.0
-6.8,-82.1,2023-02,PAN,tuna_purse_seines,1,0.16,6.55,0.0,13.46,7.5
-9.7,-78.5,2023-01,,other_purse_seines,3,7.82,10.62,3.03,35.56,9.3
-7.4,-79.9,2023-02,PER,purse_seines,1,0.76,0.0,0.0,14.04,6.8
-14.4,-77.5,2023-03,PER,tuna_purse_seines,1,1.75,3.85,10.74,12.36,7.2
-7.6,-79.9,2023-01,PER,tuna_purse_seines,3,8.05,14.05,12.32,40.75,7.6
-6.6,-80.8,2023-01,HND,other_purse_seines,1,11.99,15.9,16.44,127.55,8.0
-10.0,-78.4,2023-03,PER,other_purse_seines,1,0.68,3.53,0.82,13.47,7.1
-7.0,-80.0,2023-01,PER,pole_and_line,1,1.43,7.63,6.36,13.57,7.6
-13.6,-77.6,2023-02,PER,other_purse_seines,1,0.04,1.81,0.0,6.3,
-16.9,-78.4,2023-03,PER,other_purse_seines,1,11.2,10.83,19.09,30.79,8.1
-16.9,-76.9,2023-03,ECU,tuna_purse_seines,1,2.0,4.87,15.34,32.81,7.2
-7.6,-80.0,2023-02,PER,other_purse_seines,8,15.2,21.13,18.13,156.73,7.6
-12.7,-79.3,2023-03,PER,pole_and_line,1,5.39,12.28,7.53,16.16,8.7
-14.1,-77.2,2023-02,PER,pole_and_line,1,5.12,8.96,5.48,17.99,7.5
-15.1,-77.4,2023-02,AIA,purse_seines,1,2.43,6.79,9.61,40.19,9.2
-15.7,-75.0,2023-03,PER,other_purse_seines,1,1.1,1.37,2.3,17.89,7.1
-14.0,-77.4,2023-02,PER,other_purse_seines,1,1.09,3.39,0.0,12.82,7.8
-12.8,-77.9,2023-01,PER,pole_and_line,1,1.97,3.94,9.92,8.11,7.7
-7.9,-80.0,2023-02,PER,purse_seines,1,0.78,1.67,0.0,7.23,7.3
-12.7,-76.9,2023-01,AIA,purse_seines,1,3.6,6.72,8.94,15.95,10.2
-16.5,-76.7,2023-03,PER,tuna_purse_seines,3,21.2448,32.81,35.82,203.16,8.8
-9.2,-82.5,2023-02,ECU,tuna_purse_seines,1,0.49,2.83,0.0,4.45,7.2
-9.2,-79.9,2023-01,PER,tuna_purse_seines,1,0.37,4.36,12.19,5.03,7.3
-7.5,-79.9,2023-01,PER,pole_and_line,1,1.48,0.0,3.35,17.95,8.7
-12.9,-76.9,2023-01,PER,other_purse_seines,6,6.42,12.23,11.0,21.84,8.0
-5.7,-81.2,2023-02,PER,other_purse_seines,2,1.23,10.25,7.17,3.14,7.4
-14.1,-77.5,2023-01,PER,set_gillnets,1,9.21,14.5,12.79,34.45,8.8
-14.4,-77.1,2023-02,PER,fishing,1,3.45,9.44,7.9,15.41,7.0
-15.0,-77.3,2023-02,PER,pole_and_line,1,0.96,7.0,4.47,4.42,
-14.9,-77.0,2023-02,PER,other_purse_seines,6,14.71,24.66,14.67,49.83,8.0
-13.7,-76.4,2023-01,PER,other_purse_seines,4,3.41,7.36,12.79,43.62,8.6
-6.6,-80.6,2023-01,PER,purse_seines,1,0.22,3.92,7.07,11.98,7.0
-7.7,-79.6,2023-02,PER,tuna_purse_seines,2,6.02,14.05,9.63,62.24,7.7
-12.0,-80.8,2023-02,PER,tuna_purse_seines,1,10.13,13.36,19.53,28.76,8.3
-15.8,-78.0,2023-03,PER,tuna_purse_seines,1,0.78,3.39,9.91,19.81,9.1
-12.6,-77.1,2023-01,PER,pole_and_line,1,1.66,4.44,6.59,10.88,
-12.8,-77.5,2023-02,PER,other_purse_seines,2,2.05,7.03,6.3,10.37,
-10.6,-79.5,2023-03,PER,other_purse_seines,1,0.07,2.98,0.0,2.27,8.0
-10.9,-78.0,2023-03,PER,other_purse_seines,1,0.75,10.04,1.41,6.83,6.7
-13.3,-76.8,2023-01,PER,other_purse_seines,15,21.2448,26.86,29.04,87.71,8.9
-12.9,-77.9,2023-01,PER,pole_and_line,1,4.11,5.88,2.87,26.66,7.9
-8.2,-79.6,2023-02,PER,tuna_purse_seines,4,5.77,15.51,12.84,27.06,7.3
-11.6,-77.7,2023-02,PER,other_purse_seines,1,0.26,8.44,12.87,4.69,
-10.0,-78.9,2023-03,PER,other_purse_seines,1,1.3,12.44,4.16,10.18,6.7
-7.2,-80.1,2023-01,AIA,purse_seines,1,2.5,9.93,9.65,16.83,7.8
-7.7,-79.6,2023-02,GBR,other_purse_seines,1,1.55,1.78,4.46,27.8,8.0
-7.6,-79.7,2023-02,PER,other_purse_seines,10,19.62,31.96,30.37,83.33,9.2
-14.4,-77.0,2023-03,PER,tuna_purse_seines,1,3.84,11.92,7.07,10.09,7.4
-11.7,-78.0,2023-03,PER,other_purse_seines,1,1.42,1.94,6.81,11.62,9.1
-7.9,-79.8,2023-01,PER,tuna_purse_seines,1,0.43,3.1,3.75,7.51,6.7
-17.7,-77.1,2023-02,,purse_seines,1,2.86,1.84,0.0,12.82,6.8
-14.1,-77.2,2023-02,,pole_and_line,1,0.49,5.3,2.26,6.3,7.1
-16.9,-72.4,2023-02,PER,other_purse_seines,1,0.91,0.93,0.0,12.21,7.0
-15.8,-78.6,2023-02,ECU,tuna_purse_seines,1,0.08,5.87,5.49,7.65,7.2
-15.3,-78.0,2023-02,PER,other_purse_seines,1,2.03,0.0,0.0,19.81,7.2
-12.7,-76.8,2023-01,SSD,tuna_purse_seines,1,2.17,10.41,9.21,12.04,7.0
-17.0,-77.6,2023-03,PER,other_purse_seines,1,0.18,9.97,10.65,5.38,6.7
